year,Boys,Girls
1880,1939,9
1881,1852,0
1882,2186,7
1883,2255,13
1884,2549,16
1885,2582,9
1886,2680,11
1887,2681,14
1888,3224,12
1889,3058,16
1890,3112,12
1891,3059,6
1892,3461,8
1893,3360,12
1894,3425,10
1895,3603,17
1896,3471,11
1897,3442,12
1898,3659,15
1899,3287,13
1900,4096,16
1901,3216,9
1902,3694,21
1903,3723,11
1904,3833,13
1905,4121,13
1906,4321,15
1907,4624,13
1908,4904,11
1909,5176,13
1910,5800,17
1911,6298,18
1912,8528,23
1913,9505,24
1914,11367,27
1915,14103,27
1916,14939,40
1917,15131,31
1918,15853,37
1919,15287,19
1920,15909,34
1921,15801,35
1922,15242,30
1923,15461,41
1924,14950,42
1925,13936,37
1926,12835,54
1927,12526,56
1928,11764,44
1929,11250,61
1930,10996,48
1931,10292,48
1932,9996,54
1933,9017,38
1934,9346,43
1935,9074,41
1936,8859,47
1937,9386,50
1938,9801,44
1939,9708,50
1940,9953,52
1941,10268,49
1942,11185,52
1943,11645,37
1944,11033,32
1945,10339,25
1946,11753,22
1947,13440,33
1948,13213,30
1949,13713,26
1950,14335,29
1951,15119,31
1952,16023,29
1953,16099,32
1954,16584,41
1955,16694,42
1956,16346,33
1957,17497,35
1958,18531,47
1959,18422,46
1960,18857,59
1961,18857,66
1962,17802,46
1963,17594,52
1964,17293,48
1965,16323,56
1966,15883,51
1967,16117,52
1968,14886,53
1969,15296,62
1970,15118,67
1971,13604,64
1972,12186,55
1973,12358,52
1974,12261,62
1975,12473,52
1976,13543,61
1977,16429,63
1978,16809,70
1979,18078,82
1980,19526,78
1981,20176,90
1982,20511,88
1983,19843,102
1984,20361,94
1985,20543,105
1986,19075,96
1987,18607,105
1988,20038,102
1989,20300,140
1990,20748,91
1991,20392,66
1992,19032,52
1993,17557,55
1994,16785,44
1995,16188,44
1996,16000,26
1997,15425,30
1998,15190,23
1999,15348,22
2000,15105,22
2001,14788,12
2002,14608,21
2003,14108,31
2004,13561,63
2005,12732,24
2006,12431,17
2007,13057,18
2008,12012,13
2009,11039,13
2010,10263,8
2011,10095,19
2012,9714,8
2013,9457,12
2014,9571,6
2015,9743,5
2016,9565,12
2017,8975,9
2018,8560,0
2019,7844,11
