year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,5,0
1889,6,0
1890,9,0
1891,0,0
1892,0,0
1893,0,0
1894,5,0
1895,11,0
1896,6,0
1897,10,0
1898,11,0
1899,0,0
1900,9,0
1901,0,0
1902,7,0
1903,10,0
1904,7,0
1905,9,0
1906,10,0
1907,8,0
1908,5,0
1909,15,0
1910,9,0
1911,9,0
1912,14,0
1913,20,0
1914,21,0
1915,29,6
1916,26,0
1917,30,0
1918,23,6
1919,28,0
1920,25,6
1921,29,6
1922,16,0
1923,34,0
1924,19,6
1925,10,0
1926,10,0
1927,15,0
1928,18,0
1929,7,0
1930,9,0
1931,9,0
1932,16,0
1933,18,0
1934,22,0
1935,20,0
1936,18,0
1937,26,0
1938,35,6
1939,25,6
1940,27,5
1941,40,11
1942,42,5
1943,45,0
1944,50,6
1945,49,0
1946,67,7
1947,81,7
1948,59,5
1949,76,5
1950,76,14
1951,97,8
1952,89,17
1953,86,14
1954,176,10
1955,175,11
1956,306,21
1957,1013,38
1958,1136,36
1959,1228,41
1960,1154,52
1961,1133,38
1962,1061,52
1963,1200,58
1964,1426,74
1965,1463,90
1966,1523,99
1967,1686,108
1968,1863,158
1969,3059,219
1970,3480,262
1971,3858,319
1972,3289,288
1973,3877,305
1974,5871,321
1975,6893,320
1976,8384,295
1977,10198,249
1978,10787,259
1979,11257,265
1980,13430,265
1981,13856,242
1982,14364,246
1983,14838,214
1984,12621,192
1985,11386,215
1986,10069,201
1987,8846,192
1988,8263,203
1989,8142,233
1990,7990,238
1991,7206,174
1992,7057,172
1993,6716,168
1994,6908,169
1995,6563,211
1996,6256,143
1997,5939,125
1998,5471,114
1999,5223,121
2000,5184,98
2001,4958,108
2002,4143,97
2003,3926,88
2004,3366,89
2005,2907,69
2006,2643,73
2007,2476,71
2008,2064,66
2009,1693,67
2010,1440,57
2011,1351,54
2012,1234,62
2013,1166,46
2014,1022,51
2015,972,59
2016,925,41
2017,777,53
2018,739,37
2019,644,34
