year,F,M
1880,6,0
1881,0,0
1882,5,0
1883,7,0
1884,7,0
1885,9,0
1886,12,0
1887,10,0
1888,10,0
1889,5,0
1890,16,0
1891,15,0
1892,11,0
1893,15,0
1894,12,0
1895,13,0
1896,18,0
1897,8,0
1898,14,0
1899,10,0
1900,16,0
1901,18,0
1902,7,0
1903,6,0
1904,24,0
1905,16,0
1906,14,0
1907,11,0
1908,11,0
1909,16,0
1910,18,0
1911,15,0
1912,18,0
1913,14,0
1914,21,0
1915,30,0
1916,36,0
1917,22,0
1918,40,0
1919,24,0
1920,28,0
1921,30,0
1922,17,0
1923,24,0
1924,19,0
1925,12,0
1926,23,0
1927,15,0
1928,14,0
1929,11,0
1930,17,0
1931,14,0
1932,13,0
1933,0,0
1934,8,0
1935,5,0
1936,13,0
1937,10,0
1938,0,0
1939,0,0
1940,9,0
1941,8,0
1942,5,0
1943,6,0
1944,12,0
1945,0,0
1946,7,0
1947,13,0
1948,11,0
1949,12,0
1950,15,0
1951,6,0
1952,5,0
1953,10,0
1954,15,0
1955,15,0
1956,11,0
1957,12,0
1958,7,0
1959,14,0
1960,5,0
1961,0,0
1962,7,0
1963,7,0
1964,8,0
1965,6,0
1966,7,0
1967,6,0
1968,0,0
1969,0,0
1970,0,0
1971,6,0
1972,0,0
1973,0,0
1974,5,0
1975,0,0
1976,0,0
1977,5,0
1978,0,0
1979,6,0
1980,9,0
1981,0,0
1982,6,0
1983,0,0
1984,6,0
1985,6,0
1986,5,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,5,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,6,0
2000,0,0
2001,0,0
2002,5,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,6,0
2011,6,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,7,0
2017,0,0
2018,0,0
2019,0,0
