year,Boys,Girls
1880,0,5
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,5,0
1889,0,0
1890,6,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,6,5
1899,0,0
1900,5,0
1901,0,5
1902,5,0
1903,0,0
1904,0,0
1905,0,5
1906,0,0
1907,6,0
1908,0,0
1909,5,0
1910,5,0
1911,0,0
1912,7,8
1913,0,6
1914,6,9
1915,8,7
1916,0,0
1917,7,6
1918,0,0
1919,7,0
1920,0,0
1921,13,6
1922,0,0
1923,0,7
1924,0,0
1925,6,0
1926,9,0
1927,0,6
1928,0,0
1929,9,0
1930,0,0
1931,0,0
1932,8,0
1933,8,0
1934,9,0
1935,14,0
1936,11,0
1937,8,0
1938,6,0
1939,5,0
1940,5,0
1941,12,0
1942,14,0
1943,11,0
1944,17,0
1945,28,0
1946,26,0
1947,34,0
1948,26,0
1949,31,0
1950,25,0
1951,27,0
1952,20,0
1953,18,0
1954,34,0
1955,34,0
1956,48,0
1957,68,0
1958,105,0
1959,140,0
1960,143,0
1961,151,0
1962,183,0
1963,211,0
1964,162,0
1965,127,0
1966,89,0
1967,100,0
1968,90,0
1969,97,0
1970,90,0
1971,97,0
1972,83,0
1973,73,0
1974,48,0
1975,48,0
1976,59,0
1977,28,0
1978,27,0
1979,38,0
1980,18,0
1981,33,0
1982,18,0
1983,20,0
1984,25,0
1985,18,0
1986,16,0
1987,18,0
1988,21,0
1989,21,0
1990,32,0
1991,20,0
1992,19,0
1993,26,0
1994,16,0
1995,24,5
1996,23,0
1997,23,0
1998,24,0
1999,28,0
2000,39,0
2001,30,0
2002,34,0
2003,59,0
2004,53,0
2005,62,0
2006,66,0
2007,68,0
2008,78,0
2009,88,0
2010,73,0
2011,104,0
2012,87,0
2013,82,0
2014,116,0
2015,116,0
2016,147,0
2017,106,0
2018,130,0
2019,134,0
