year,Girls,Boys
1880,0,18
1881,0,15
1882,0,10
1883,0,14
1884,0,12
1885,0,11
1886,0,14
1887,0,10
1888,0,16
1889,0,7
1890,0,11
1891,0,6
1892,0,8
1893,0,9
1894,0,9
1895,0,10
1896,0,0
1897,0,9
1898,0,8
1899,0,6
1900,0,8
1901,0,0
1902,0,10
1903,0,0
1904,0,8
1905,0,0
1906,0,5
1907,0,7
1908,0,7
1909,0,8
1910,0,6
1911,0,13
1912,0,20
1913,0,26
1914,0,36
1915,0,40
1916,0,30
1917,0,39
1918,0,38
1919,0,27
1920,0,36
1921,0,42
1922,0,36
1923,0,45
1924,0,34
1925,0,36
1926,0,38
1927,0,26
1928,0,30
1929,0,25
1930,0,29
1931,0,19
1932,0,17
1933,0,27
1934,0,22
1935,0,15
1936,0,15
1937,0,10
1938,0,8
1939,0,24
1940,0,15
1941,0,10
1942,0,22
1943,0,20
1944,0,17
1945,0,15
1946,0,19
1947,0,18
1948,0,18
1949,0,23
1950,0,18
1951,0,29
1952,0,23
1953,0,14
1954,0,19
1955,0,24
1956,0,34
1957,0,28
1958,0,20
1959,0,19
1960,0,34
1961,0,27
1962,0,25
1963,0,28
1964,0,20
1965,0,27
1966,0,16
1967,0,30
1968,0,30
1969,0,21
1970,0,39
1971,0,39
1972,0,40
1973,0,37
1974,0,54
1975,0,41
1976,0,52
1977,0,57
1978,0,33
1979,0,47
1980,0,52
1981,0,49
1982,0,65
1983,0,55
1984,0,55
1985,0,61
1986,0,60
1987,0,69
1988,0,61
1989,0,73
1990,0,58
1991,0,61
1992,0,58
1993,0,56
1994,0,71
1995,0,57
1996,0,68
1997,0,67
1998,0,69
1999,0,66
2000,0,93
2001,0,71
2002,0,86
2003,0,113
2004,0,142
2005,0,144
2006,0,150
2007,0,152
2008,0,179
2009,0,184
2010,0,180
2011,0,174
2012,0,198
2013,0,209
2014,0,229
2015,0,231
2016,0,254
2017,0,259
2018,0,222
2019,0,217
