year,F,M
1880,11,0
1881,14,0
1882,12,0
1883,18,0
1884,19,0
1885,30,0
1886,38,0
1887,31,0
1888,34,0
1889,35,0
1890,46,0
1891,46,0
1892,56,0
1893,52,0
1894,56,0
1895,57,0
1896,77,0
1897,68,0
1898,91,0
1899,92,0
1900,107,0
1901,88,0
1902,124,0
1903,134,0
1904,120,0
1905,151,0
1906,176,0
1907,196,0
1908,201,0
1909,243,0
1910,273,0
1911,324,0
1912,474,0
1913,529,0
1914,663,0
1915,798,0
1916,953,0
1917,964,0
1918,1063,0
1919,1030,7
1920,1239,9
1921,1379,0
1922,1222,5
1923,1193,0
1924,1212,6
1925,1212,0
1926,1209,6
1927,1162,10
1928,1082,6
1929,1013,8
1930,1023,0
1931,926,10
1932,867,7
1933,819,5
1934,719,9
1935,729,7
1936,611,5
1937,636,5
1938,608,0
1939,531,6
1940,512,0
1941,583,0
1942,746,0
1943,714,0
1944,598,0
1945,547,0
1946,607,0
1947,580,0
1948,512,0
1949,483,0
1950,524,0
1951,488,0
1952,432,0
1953,438,0
1954,354,0
1955,331,0
1956,349,0
1957,309,0
1958,231,0
1959,218,0
1960,187,0
1961,177,0
1962,183,0
1963,163,0
1964,126,0
1965,138,0
1966,103,0
1967,85,0
1968,84,0
1969,59,0
1970,69,0
1971,63,0
1972,50,0
1973,55,0
1974,29,0
1975,38,0
1976,37,0
1977,22,0
1978,27,0
1979,39,0
1980,29,0
1981,48,0
1982,40,0
1983,34,0
1984,24,0
1985,29,0
1986,22,0
1987,30,0
1988,28,0
1989,28,0
1990,28,0
1991,24,0
1992,27,0
1993,25,0
1994,44,0
1995,39,0
1996,29,0
1997,36,0
1998,53,0
1999,54,0
2000,59,0
2001,78,0
2002,88,0
2003,103,0
2004,148,0
2005,165,0
2006,179,0
2007,191,0
2008,265,0
2009,296,0
2010,553,0
2011,679,0
2012,860,0
2013,954,0
2014,1081,0
2015,1263,0
2016,1564,0
2017,1628,0
2018,1738,0
2019,1883,0
