year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,5,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,6,0
1892,7,0
1893,7,0
1894,0,0
1895,6,0
1896,0,0
1897,0,0
1898,0,0
1899,5,0
1900,6,0
1901,0,0
1902,0,0
1903,5,0
1904,0,0
1905,7,0
1906,8,0
1907,9,0
1908,0,0
1909,0,0
1910,6,0
1911,0,0
1912,0,0
1913,0,0
1914,13,0
1915,14,0
1916,12,0
1917,9,0
1918,14,0
1919,16,0
1920,0,0
1921,9,0
1922,8,0
1923,9,0
1924,7,0
1925,11,0
1926,12,0
1927,11,0
1928,13,0
1929,0,0
1930,8,0
1931,9,0
1932,11,0
1933,6,0
1934,5,0
1935,5,0
1936,11,0
1937,7,0
1938,16,0
1939,12,0
1940,6,0
1941,15,0
1942,8,0
1943,6,0
1944,6,0
1945,11,0
1946,11,0
1947,0,0
1948,0,0
1949,6,0
1950,10,0
1951,0,0
1952,12,0
1953,0,0
1954,7,0
1955,0,0
1956,12,0
1957,16,0
1958,6,0
1959,0,0
1960,7,0
1961,7,0
1962,5,0
1963,9,0
1964,0,0
1965,10,0
1966,13,0
1967,0,0
1968,0,0
1969,0,0
1970,7,0
1971,0,0
1972,0,0
1973,6,0
1974,0,0
1975,0,0
1976,0,0
1977,6,0
1978,0,0
1979,0,0
1980,0,0
1981,5,0
1982,12,0
1983,5,0
1984,6,0
1985,5,0
1986,0,0
1987,0,0
1988,5,0
1989,6,0
1990,12,0
1991,7,0
1992,0,0
1993,6,0
1994,0,0
1995,7,0
1996,5,0
1997,8,0
1998,10,0
1999,9,0
2000,12,0
2001,12,0
2002,11,0
2003,10,0
2004,23,0
2005,24,0
2006,24,0
2007,24,0
2008,34,0
2009,42,0
2010,53,0
2011,68,0
2012,42,0
2013,73,0
2014,83,0
2015,74,0
2016,99,0
2017,102,0
2018,105,0
2019,107,0
