year,Boys,Girls
1880,0,309
1881,0,274
1882,0,305
1883,0,299
1884,0,308
1885,0,289
1886,0,313
1887,0,310
1888,0,298
1889,0,306
1890,0,323
1891,0,327
1892,0,338
1893,0,354
1894,5,366
1895,0,346
1896,0,351
1897,5,380
1898,0,392
1899,7,329
1900,5,350
1901,0,299
1902,0,393
1903,6,347
1904,5,388
1905,0,357
1906,0,390
1907,0,468
1908,0,477
1909,0,492
1910,5,536
1911,6,699
1912,15,1518
1913,11,1825
1914,5,2386
1915,16,3151
1916,12,3299
1917,18,3346
1918,12,3487
1919,18,3450
1920,15,3734
1921,10,3750
1922,22,3829
1923,23,3650
1924,30,3790
1925,22,3558
1926,18,3492
1927,35,3390
1928,26,3167
1929,27,2895
1930,24,2974
1931,15,2702
1932,14,2568
1933,15,2328
1934,12,2346
1935,9,2259
1936,9,2270
1937,6,2263
1938,5,2248
1939,8,2063
1940,6,2115
1941,9,2214
1942,9,2295
1943,6,2388
1944,8,2237
1945,8,1949
1946,0,2378
1947,7,2589
1948,5,2435
1949,0,2373
1950,5,2487
1951,8,2570
1952,8,2632
1953,15,2643
1954,13,2550
1955,11,2662
1956,9,2771
1957,11,2714
1958,11,2596
1959,7,2575
1960,18,2475
1961,15,2448
1962,17,2403
1963,11,2238
1964,14,2168
1965,11,1906
1966,17,1872
1967,14,1664
1968,18,1687
1969,14,1776
1970,13,1726
1971,18,1526
1972,14,1396
1973,7,1320
1974,10,1168
1975,8,1242
1976,5,1186
1977,6,1289
1978,17,1231
1979,5,1284
1980,9,1296
1981,8,1333
1982,10,1341
1983,17,1193
1984,7,1349
1985,6,1329
1986,14,1345
1987,13,1405
1988,18,1552
1989,15,1763
1990,15,1815
1991,15,1967
1992,19,1808
1993,20,1823
1994,10,1801
1995,7,1686
1996,13,1586
1997,8,1605
1998,0,1702
1999,6,1678
2000,8,1800
2001,5,1986
2002,9,2145
2003,8,2169
2004,11,2354
2005,5,2303
2006,7,2671
2007,0,2393
2008,5,2261
2009,0,1979
2010,0,1701
2011,0,1522
2012,0,1308
2013,0,1234
2014,0,1185
2015,0,1148
2016,0,1104
2017,0,1033
2018,0,1005
2019,0,955
