year,Girls,Boys
1880,0,57
1881,0,48
1882,0,45
1883,0,34
1884,0,44
1885,0,32
1886,0,46
1887,0,42
1888,0,30
1889,0,41
1890,0,32
1891,0,29
1892,0,61
1893,0,39
1894,0,49
1895,0,64
1896,0,52
1897,0,37
1898,0,48
1899,0,42
1900,0,45
1901,0,37
1902,0,49
1903,0,51
1904,0,62
1905,0,69
1906,0,62
1907,0,56
1908,0,64
1909,0,69
1910,0,99
1911,0,124
1912,0,207
1913,0,224
1914,0,252
1915,0,345
1916,0,306
1917,0,362
1918,0,384
1919,0,322
1920,0,381
1921,0,353
1922,0,344
1923,0,329
1924,0,345
1925,0,313
1926,0,302
1927,0,307
1928,0,285
1929,0,251
1930,0,255
1931,0,198
1932,0,223
1933,0,184
1934,0,175
1935,0,212
1936,0,202
1937,0,197
1938,0,177
1939,0,192
1940,0,186
1941,0,175
1942,0,185
1943,0,192
1944,0,173
1945,0,189
1946,0,179
1947,0,196
1948,0,225
1949,0,231
1950,0,222
1951,0,248
1952,0,211
1953,0,214
1954,0,218
1955,0,249
1956,0,250
1957,0,265
1958,0,253
1959,0,257
1960,0,205
1961,0,221
1962,0,235
1963,0,234
1964,0,208
1965,5,207
1966,0,214
1967,0,204
1968,0,220
1969,0,203
1970,0,235
1971,6,222
1972,5,218
1973,0,204
1974,0,208
1975,0,245
1976,0,235
1977,0,255
1978,0,277
1979,0,287
1980,0,343
1981,6,433
1982,0,366
1983,0,413
1984,0,555
1985,6,532
1986,0,529
1987,8,556
1988,0,552
1989,7,590
1990,5,628
1991,0,591
1992,0,652
1993,6,644
1994,0,624
1995,0,631
1996,0,700
1997,6,658
1998,8,726
1999,0,829
2000,0,860
2001,0,875
2002,0,1015
2003,0,1048
2004,0,1149
2005,0,1229
2006,0,1312
2007,0,1384
2008,0,1346
2009,8,1289
2010,0,1194
2011,0,1323
2012,0,1097
2013,0,1028
2014,6,1022
2015,5,976
2016,6,912
2017,0,752
2018,0,710
2019,0,736
