year,F,M
1880,30,0
1881,28,0
1882,31,0
1883,38,0
1884,53,0
1885,55,0
1886,64,0
1887,62,0
1888,83,0
1889,96,0
1890,135,0
1891,139,0
1892,160,0
1893,155,0
1894,211,0
1895,203,0
1896,192,0
1897,213,0
1898,240,0
1899,247,0
1900,275,0
1901,236,0
1902,288,0
1903,302,0
1904,345,0
1905,330,0
1906,444,0
1907,439,0
1908,477,0
1909,487,0
1910,577,6
1911,595,5
1912,774,7
1913,865,7
1914,993,6
1915,1375,9
1916,1378,8
1917,1436,0
1918,1463,9
1919,1497,5
1920,1529,12
1921,1525,11
1922,1411,8
1923,1390,6
1924,1424,9
1925,1490,9
1926,1485,0
1927,1378,7
1928,1382,5
1929,1246,0
1930,1207,11
1931,1151,5
1932,1167,12
1933,985,8
1934,1007,7
1935,929,13
1936,841,6
1937,834,0
1938,787,5
1939,792,10
1940,740,0
1941,727,0
1942,755,7
1943,719,0
1944,640,9
1945,601,0
1946,602,0
1947,608,0
1948,616,6
1949,546,5
1950,544,0
1951,490,5
1952,457,0
1953,419,0
1954,412,0
1955,356,0
1956,307,0
1957,359,0
1958,303,0
1959,269,0
1960,242,0
1961,243,0
1962,215,0
1963,185,0
1964,220,0
1965,151,0
1966,146,0
1967,94,0
1968,116,0
1969,107,0
1970,83,0
1971,79,0
1972,86,0
1973,66,0
1974,59,0
1975,69,0
1976,56,0
1977,49,0
1978,48,0
1979,44,0
1980,53,0
1981,43,0
1982,42,0
1983,38,0
1984,36,0
1985,37,0
1986,40,0
1987,38,0
1988,30,0
1989,30,0
1990,27,0
1991,30,0
1992,24,0
1993,33,0
1994,24,0
1995,19,0
1996,22,0
1997,22,0
1998,18,0
1999,14,0
2000,23,0
2001,16,0
2002,23,0
2003,24,0
2004,26,0
2005,19,0
2006,26,0
2007,25,0
2008,26,0
2009,11,0
2010,15,0
2011,13,0
2012,19,0
2013,17,0
2014,21,0
2015,25,0
2016,13,0
2017,21,0
2018,12,0
2019,20,0
