year,F,M
1880,0,73
1881,0,97
1882,0,94
1883,0,82
1884,0,67
1885,0,56
1886,0,66
1887,0,51
1888,0,75
1889,0,60
1890,0,49
1891,0,49
1892,0,60
1893,0,53
1894,0,60
1895,0,55
1896,0,43
1897,0,39
1898,0,46
1899,0,38
1900,0,45
1901,0,45
1902,0,51
1903,0,47
1904,0,43
1905,0,43
1906,0,44
1907,0,50
1908,0,55
1909,0,60
1910,0,63
1911,0,81
1912,0,159
1913,0,167
1914,0,208
1915,0,269
1916,6,271
1917,0,246
1918,0,287
1919,0,241
1920,7,252
1921,5,291
1922,0,275
1923,0,260
1924,0,247
1925,0,291
1926,0,266
1927,0,224
1928,0,215
1929,0,198
1930,0,191
1931,0,173
1932,0,186
1933,0,157
1934,0,176
1935,0,175
1936,0,160
1937,0,144
1938,0,119
1939,0,110
1940,0,140
1941,0,130
1942,0,130
1943,0,118
1944,0,124
1945,0,125
1946,0,116
1947,0,143
1948,0,137
1949,0,125
1950,0,139
1951,0,142
1952,0,140
1953,0,126
1954,0,135
1955,0,119
1956,0,153
1957,0,129
1958,0,117
1959,0,146
1960,0,149
1961,0,147
1962,0,139
1963,0,139
1964,0,121
1965,0,117
1966,0,116
1967,0,126
1968,0,139
1969,0,129
1970,0,232
1971,0,268
1972,5,264
1973,7,338
1974,5,374
1975,0,340
1976,12,381
1977,7,476
1978,6,443
1979,0,498
1980,9,537
1981,5,550
1982,10,503
1983,12,520
1984,7,508
1985,10,557
1986,5,563
1987,6,549
1988,11,542
1989,9,624
1990,8,667
1991,13,711
1992,12,708
1993,14,877
1994,14,889
1995,16,862
1996,8,890
1997,12,864
1998,19,1013
1999,16,1063
2000,9,1475
2001,21,1631
2002,18,1932
2003,16,1979
2004,42,2527
2005,18,2687
2006,22,2985
2007,20,3242
2008,20,4515
2009,30,4912
2010,31,6563
2011,39,7215
2012,31,8067
2013,36,7939
2014,22,7493
2015,27,7144
2016,33,7113
2017,23,6610
2018,38,6060
2019,33,5483
