year,Girls,Boys
1880,0,67
1881,0,61
1882,0,71
1883,0,63
1884,0,72
1885,0,68
1886,0,80
1887,0,61
1888,0,76
1889,0,89
1890,0,54
1891,0,61
1892,0,93
1893,0,80
1894,0,96
1895,0,90
1896,0,110
1897,0,96
1898,0,101
1899,0,87
1900,0,94
1901,0,95
1902,0,104
1903,0,102
1904,0,109
1905,0,108
1906,0,122
1907,0,129
1908,0,141
1909,0,147
1910,0,200
1911,0,235
1912,5,452
1913,0,599
1914,0,792
1915,0,961
1916,0,1032
1917,5,1045
1918,0,1099
1919,5,1007
1920,0,1104
1921,0,1104
1922,5,1014
1923,0,1145
1924,7,1115
1925,0,1042
1926,7,1012
1927,5,929
1928,5,911
1929,6,830
1930,5,807
1931,0,708
1932,0,691
1933,0,567
1934,0,601
1935,0,565
1936,0,554
1937,0,523
1938,0,513
1939,0,467
1940,0,498
1941,0,576
1942,0,602
1943,0,666
1944,0,554
1945,0,478
1946,0,637
1947,0,634
1948,0,575
1949,0,586
1950,0,553
1951,0,625
1952,0,659
1953,0,621
1954,0,607
1955,0,601
1956,0,593
1957,0,662
1958,0,570
1959,0,530
1960,0,512
1961,0,522
1962,0,469
1963,0,472
1964,0,484
1965,0,433
1966,0,394
1967,0,370
1968,0,349
1969,0,332
1970,0,298
1971,0,285
1972,0,245
1973,0,221
1974,0,226
1975,0,209
1976,0,198
1977,0,272
1978,0,271
1979,5,320
1980,0,270
1981,0,251
1982,0,225
1983,0,180
1984,0,175
1985,0,174
1986,0,194
1987,0,190
1988,0,162
1989,0,159
1990,0,154
1991,0,147
1992,0,145
1993,0,132
1994,0,143
1995,0,116
1996,0,128
1997,0,147
1998,0,119
1999,0,127
2000,0,122
2001,0,115
2002,0,113
2003,0,117
2004,0,118
2005,0,103
2006,0,97
2007,0,99
2008,0,118
2009,0,125
2010,0,95
2011,0,111
2012,0,138
2013,0,151
2014,0,176
2015,0,173
2016,0,191
2017,0,163
2018,0,168
2019,0,160
