year,F,M
1880,301,6
1881,344,0
1882,448,0
1883,479,0
1884,549,0
1885,685,5
1886,698,6
1887,833,0
1888,1112,7
1889,1199,5
1890,1220,8
1891,1303,8
1892,1489,9
1893,1586,10
1894,1716,9
1895,1795,9
1896,1878,6
1897,1763,7
1898,1919,5
1899,1706,10
1900,2045,15
1901,1747,10
1902,1720,14
1903,1720,12
1904,1719,12
1905,1811,0
1906,1771,11
1907,1872,10
1908,1983,7
1909,2064,12
1910,2141,16
1911,2224,15
1912,2895,11
1913,3209,16
1914,3683,27
1915,4967,19
1916,5027,23
1917,4939,22
1918,5194,27
1919,4995,21
1920,4993,22
1921,4878,26
1922,4618,15
1923,4550,16
1924,4498,20
1925,4146,34
1926,3909,20
1927,3805,37
1928,3470,17
1929,3232,23
1930,2971,20
1931,2808,21
1932,2553,15
1933,2376,27
1934,2271,19
1935,2074,13
1936,1874,12
1937,1938,14
1938,1775,17
1939,1703,10
1940,1466,9
1941,1416,8
1942,1399,10
1943,1244,12
1944,1095,9
1945,977,0
1946,1041,9
1947,954,0
1948,904,0
1949,728,5
1950,689,0
1951,631,6
1952,575,5
1953,593,0
1954,549,0
1955,526,0
1956,478,0
1957,499,0
1958,415,0
1959,402,5
1960,348,0
1961,346,0
1962,310,0
1963,300,0
1964,248,0
1965,253,0
1966,228,0
1967,199,0
1968,165,0
1969,166,0
1970,159,0
1971,141,0
1972,130,0
1973,134,0
1974,143,0
1975,143,0
1976,113,0
1977,108,0
1978,97,0
1979,129,0
1980,121,0
1981,112,0
1982,100,0
1983,103,0
1984,107,0
1985,130,0
1986,116,0
1987,122,0
1988,131,0
1989,129,0
1990,143,0
1991,134,0
1992,152,0
1993,144,0
1994,149,0
1995,169,0
1996,128,0
1997,138,0
1998,151,0
1999,146,0
2000,147,0
2001,151,0
2002,174,0
2003,181,0
2004,210,0
2005,270,0
2006,307,0
2007,317,0
2008,403,0
2009,426,0
2010,460,0
2011,620,0
2012,786,0
2013,857,0
2014,1005,0
2015,848,0
2016,980,0
2017,1086,0
2018,1186,0
2019,1283,0
