year,Boys,Girls
1880,0,13
1881,0,11
1882,0,12
1883,0,13
1884,0,11
1885,0,9
1886,0,10
1887,0,9
1888,0,10
1889,0,10
1890,0,6
1891,0,9
1892,0,13
1893,0,8
1894,0,9
1895,0,7
1896,0,8
1897,0,18
1898,0,6
1899,0,12
1900,0,11
1901,0,11
1902,0,11
1903,0,10
1904,0,9
1905,0,0
1906,0,8
1907,0,10
1908,0,10
1909,0,12
1910,0,8
1911,0,9
1912,0,22
1913,0,21
1914,0,39
1915,0,44
1916,0,39
1917,0,46
1918,0,49
1919,0,51
1920,0,71
1921,0,59
1922,0,52
1923,0,46
1924,0,61
1925,0,54
1926,0,42
1927,0,63
1928,0,54
1929,0,57
1930,0,59
1931,0,65
1932,0,60
1933,0,58
1934,0,50
1935,0,66
1936,0,63
1937,0,63
1938,0,68
1939,0,63
1940,0,57
1941,0,70
1942,0,62
1943,0,64
1944,0,86
1945,0,64
1946,0,85
1947,0,102
1948,0,83
1949,0,91
1950,0,116
1951,0,102
1952,0,105
1953,0,128
1954,0,168
1955,5,154
1956,0,162
1957,0,191
1958,0,208
1959,0,224
1960,0,243
1961,5,240
1962,0,185
1963,0,238
1964,0,225
1965,0,232
1966,0,210
1967,0,215
1968,0,187
1969,0,188
1970,0,198
1971,0,175
1972,0,151
1973,0,124
1974,0,180
1975,5,152
1976,0,142
1977,0,179
1978,0,166
1979,0,233
1980,0,281
1981,7,297
1982,0,357
1983,6,408
1984,5,410
1985,12,448
1986,9,469
1987,6,472
1988,7,475
1989,0,423
1990,7,387
1991,0,366
1992,0,294
1993,0,250
1994,0,204
1995,0,163
1996,0,164
1997,0,183
1998,0,191
1999,0,158
2000,0,166
2001,0,159
2002,0,170
2003,0,175
2004,0,150
2005,0,162
2006,0,185
2007,0,192
2008,0,203
2009,0,189
2010,0,211
2011,0,198
2012,0,192
2013,0,205
2014,0,203
2015,0,170
2016,0,173
2017,0,157
2018,0,192
2019,0,183
