year,Girls,Boys
1880,0,7
1881,0,7
1882,0,6
1883,0,5
1884,0,6
1885,0,7
1886,0,8
1887,0,0
1888,0,5
1889,0,6
1890,0,5
1891,0,6
1892,0,9
1893,0,7
1894,0,8
1895,0,0
1896,0,0
1897,0,8
1898,0,0
1899,0,0
1900,0,7
1901,0,7
1902,0,8
1903,0,5
1904,0,5
1905,0,7
1906,0,0
1907,0,0
1908,0,6
1909,0,0
1910,0,0
1911,0,0
1912,0,16
1913,0,11
1914,0,11
1915,0,11
1916,0,17
1917,0,13
1918,0,18
1919,0,10
1920,0,12
1921,0,22
1922,0,25
1923,0,9
1924,0,10
1925,0,10
1926,0,19
1927,0,7
1928,0,14
1929,0,9
1930,0,9
1931,0,9
1932,0,8
1933,0,8
1934,0,7
1935,0,6
1936,0,0
1937,0,8
1938,0,0
1939,0,0
1940,0,0
1941,0,5
1942,0,6
1943,0,6
1944,0,6
1945,0,0
1946,0,8
1947,0,7
1948,0,0
1949,0,6
1950,0,7
1951,0,5
1952,0,8
1953,0,5
1954,0,6
1955,0,8
1956,0,7
1957,0,12
1958,0,6
1959,0,10
1960,0,6
1961,0,8
1962,0,7
1963,0,6
1964,0,13
1965,0,14
1966,0,7
1967,0,0
1968,0,7
1969,0,8
1970,0,7
1971,0,15
1972,0,9
1973,0,10
1974,0,6
1975,0,8
1976,0,10
1977,0,11
1978,0,5
1979,0,6
1980,0,6
1981,0,8
1982,0,5
1983,0,16
1984,0,8
1985,0,6
1986,0,7
1987,0,7
1988,0,6
1989,0,6
1990,0,6
1991,0,6
1992,0,6
1993,0,9
1994,0,6
1995,0,5
1996,0,6
1997,0,6
1998,0,5
1999,0,7
2000,0,6
2001,0,6
2002,0,0
2003,0,0
2004,0,5
2005,0,0
2006,0,6
2007,0,8
2008,0,0
2009,0,5
2010,0,6
2011,0,13
2012,0,9
2013,0,8
2014,0,16
2015,0,16
2016,0,12
2017,0,19
2018,0,19
2019,0,37
