year,F,M
1880,41,0
1881,48,0
1882,41,0
1883,33,0
1884,48,0
1885,43,0
1886,58,0
1887,48,0
1888,60,0
1889,56,0
1890,57,0
1891,58,0
1892,65,0
1893,61,0
1894,78,0
1895,76,0
1896,68,0
1897,66,0
1898,75,0
1899,57,0
1900,78,0
1901,62,0
1902,62,0
1903,73,0
1904,80,0
1905,71,0
1906,85,0
1907,77,0
1908,83,0
1909,82,0
1910,110,0
1911,91,0
1912,145,0
1913,138,0
1914,164,0
1915,209,0
1916,254,0
1917,267,0
1918,292,5
1919,249,0
1920,289,0
1921,285,0
1922,324,0
1923,312,0
1924,340,8
1925,320,0
1926,338,0
1927,332,0
1928,390,0
1929,394,0
1930,373,5
1931,379,6
1932,416,0
1933,372,0
1934,436,0
1935,377,0
1936,370,0
1937,372,0
1938,351,0
1939,418,0
1940,416,0
1941,435,0
1942,413,0
1943,427,0
1944,416,0
1945,398,0
1946,452,0
1947,443,0
1948,427,0
1949,473,0
1950,463,0
1951,473,0
1952,434,0
1953,513,0
1954,493,0
1955,588,0
1956,550,0
1957,509,0
1958,538,0
1959,506,0
1960,610,0
1961,659,0
1962,566,0
1963,572,0
1964,688,0
1965,446,0
1966,421,0
1967,399,0
1968,372,0
1969,296,0
1970,297,0
1971,307,0
1972,237,0
1973,220,0
1974,212,0
1975,155,0
1976,125,0
1977,188,0
1978,112,0
1979,113,0
1980,107,0
1981,81,0
1982,82,0
1983,62,0
1984,67,0
1985,65,0
1986,56,0
1987,60,0
1988,43,0
1989,65,0
1990,55,0
1991,62,0
1992,50,0
1993,33,0
1994,49,0
1995,38,0
1996,38,0
1997,39,0
1998,38,0
1999,21,0
2000,25,0
2001,29,0
2002,19,0
2003,25,0
2004,27,0
2005,42,0
2006,43,0
2007,33,0
2008,35,0
2009,36,0
2010,35,0
2011,44,0
2012,44,0
2013,43,0
2014,51,0
2015,51,0
2016,51,0
2017,44,0
2018,51,0
2019,49,0
