year,F,M
1880,0,0
1881,10,0
1882,9,0
1883,9,0
1884,9,0
1885,15,0
1886,19,0
1887,17,0
1888,24,0
1889,24,0
1890,18,0
1891,18,0
1892,24,0
1893,23,0
1894,42,0
1895,27,0
1896,33,0
1897,24,0
1898,26,0
1899,22,0
1900,40,0
1901,37,0
1902,37,0
1903,26,0
1904,43,0
1905,43,0
1906,40,0
1907,51,0
1908,40,0
1909,50,0
1910,65,0
1911,62,0
1912,63,0
1913,85,0
1914,111,0
1915,120,0
1916,99,0
1917,123,0
1918,134,5
1919,145,0
1920,152,6
1921,166,0
1922,189,0
1923,168,0
1924,187,5
1925,189,0
1926,174,0
1927,197,8
1928,182,7
1929,187,5
1930,176,5
1931,168,5
1932,141,0
1933,120,0
1934,139,0
1935,106,0
1936,115,0
1937,121,6
1938,117,0
1939,106,0
1940,108,0
1941,81,0
1942,97,0
1943,103,0
1944,103,0
1945,93,0
1946,116,0
1947,115,0
1948,131,5
1949,113,0
1950,130,0
1951,98,0
1952,88,0
1953,115,0
1954,103,0
1955,100,0
1956,118,0
1957,109,0
1958,92,0
1959,106,0
1960,136,0
1961,100,0
1962,116,0
1963,113,0
1964,137,0
1965,155,0
1966,130,0
1967,123,0
1968,134,0
1969,113,0
1970,130,0
1971,130,0
1972,117,0
1973,122,5
1974,120,0
1975,101,0
1976,123,0
1977,101,0
1978,120,0
1979,101,0
1980,116,0
1981,85,0
1982,67,0
1983,96,0
1984,89,0
1985,90,0
1986,75,0
1987,111,0
1988,79,0
1989,73,0
1990,76,0
1991,78,5
1992,87,0
1993,90,0
1994,94,0
1995,80,0
1996,84,0
1997,84,0
1998,78,0
1999,70,0
2000,91,0
2001,91,0
2002,80,0
2003,80,0
2004,89,0
2005,122,0
2006,101,0
2007,124,0
2008,133,0
2009,135,0
2010,99,0
2011,118,0
2012,122,0
2013,134,0
2014,145,0
2015,176,0
2016,158,0
2017,165,0
2018,144,0
2019,172,0
