year,F,M
1880,0,6
1881,0,0
1882,0,10
1883,0,0
1884,0,8
1885,0,9
1886,0,0
1887,0,0
1888,0,7
1889,0,0
1890,0,5
1891,0,7
1892,0,12
1893,0,6
1894,0,0
1895,0,5
1896,0,0
1897,0,6
1898,0,7
1899,0,0
1900,0,5
1901,0,11
1902,0,10
1903,0,0
1904,0,9
1905,0,10
1906,0,5
1907,0,0
1908,0,6
1909,0,12
1910,0,13
1911,0,11
1912,0,18
1913,0,23
1914,0,30
1915,0,41
1916,0,38
1917,0,39
1918,0,32
1919,0,39
1920,0,36
1921,0,27
1922,0,41
1923,0,44
1924,0,50
1925,0,42
1926,0,36
1927,0,32
1928,0,37
1929,0,42
1930,0,45
1931,0,44
1932,0,34
1933,0,30
1934,0,60
1935,0,61
1936,0,53
1937,0,72
1938,0,80
1939,0,105
1940,0,131
1941,0,166
1942,0,169
1943,0,209
1944,0,220
1945,0,209
1946,0,248
1947,0,334
1948,0,338
1949,0,731
1950,0,1030
1951,0,1000
1952,8,1122
1953,0,1231
1954,0,1375
1955,6,1627
1956,0,1904
1957,8,2184
1958,7,2338
1959,0,2408
1960,12,2448
1961,5,2514
1962,0,2554
1963,8,2484
1964,9,2230
1965,6,2058
1966,7,1839
1967,8,1994
1968,7,2011
1969,9,2084
1970,13,1919
1971,10,1746
1972,0,1351
1973,0,1214
1974,10,1122
1975,0,1001
1976,0,890
1977,5,881
1978,8,715
1979,0,807
1980,8,788
1981,0,717
1982,9,660
1983,7,634
1984,0,691
1985,0,681
1986,7,642
1987,7,723
1988,7,803
1989,0,844
1990,0,697
1991,0,562
1992,0,515
1993,6,418
1994,0,379
1995,0,315
1996,0,303
1997,0,317
1998,0,231
1999,0,221
2000,0,188
2001,0,178
2002,0,161
2003,0,158
2004,0,140
2005,0,141
2006,0,121
2007,0,124
2008,0,95
2009,0,111
2010,0,102
2011,0,96
2012,0,97
2013,0,112
2014,0,104
2015,0,92
2016,0,80
2017,0,95
2018,0,70
2019,0,75
