year,Boys,Girls
1880,5,0
1881,5,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,6,0
1887,8,0
1888,9,0
1889,12,0
1890,11,0
1891,6,0
1892,18,0
1893,15,0
1894,16,0
1895,28,0
1896,24,0
1897,27,0
1898,33,0
1899,27,0
1900,37,0
1901,39,0
1902,57,0
1903,62,0
1904,75,0
1905,68,0
1906,87,0
1907,100,0
1908,127,0
1909,123,0
1910,151,0
1911,194,0
1912,276,0
1913,298,0
1914,382,0
1915,575,0
1916,574,0
1917,577,0
1918,657,0
1919,647,0
1920,758,0
1921,819,0
1922,771,0
1923,849,0
1924,884,5
1925,889,0
1926,849,5
1927,959,0
1928,988,0
1929,891,9
1930,960,5
1931,893,7
1932,929,5
1933,925,8
1934,1002,0
1935,985,8
1936,943,6
1937,1084,13
1938,1205,10
1939,1182,9
1940,1222,10
1941,1268,8
1942,1380,5
1943,1534,0
1944,1525,10
1945,1561,0
1946,2061,5
1947,2450,8
1948,2506,10
1949,2835,7
1950,3040,5
1951,3192,7
1952,3329,12
1953,3519,12
1954,3411,13
1955,3459,8
1956,3379,13
1957,3295,16
1958,2670,6
1959,2648,12
1960,2551,9
1961,2533,7
1962,2507,6
1963,2259,6
1964,1892,7
1965,1702,7
1966,1415,0
1967,1337,5
1968,1241,5
1969,1200,5
1970,1220,6
1971,1080,6
1972,869,0
1973,764,0
1974,795,7
1975,791,0
1976,731,0
1977,586,0
1978,543,0
1979,533,0
1980,486,0
1981,444,0
1982,432,0
1983,392,0
1984,359,0
1985,409,0
1986,369,0
1987,317,0
1988,310,0
1989,318,0
1990,314,0
1991,314,0
1992,317,0
1993,267,0
1994,289,0
1995,228,0
1996,281,0
1997,311,0
1998,315,0
1999,347,0
2000,318,0
2001,374,0
2002,453,0
2003,458,0
2004,475,0
2005,507,0
2006,458,0
2007,455,0
2008,526,0
2009,522,0
2010,517,0
2011,511,0
2012,592,0
2013,651,0
2014,764,0
2015,791,0
2016,825,0
2017,819,0
2018,842,0
2019,845,0
