year,F,M
1880,0,11
1881,0,7
1882,0,17
1883,0,11
1884,0,12
1885,0,12
1886,0,19
1887,0,17
1888,0,18
1889,0,9
1890,0,17
1891,0,18
1892,0,18
1893,0,25
1894,0,29
1895,0,30
1896,0,23
1897,6,27
1898,7,34
1899,0,44
1900,0,36
1901,5,30
1902,5,39
1903,0,27
1904,0,41
1905,0,60
1906,0,45
1907,0,56
1908,0,51
1909,6,57
1910,9,74
1911,8,87
1912,8,145
1913,16,193
1914,6,252
1915,22,343
1916,14,365
1917,17,396
1918,18,402
1919,23,379
1920,15,403
1921,12,455
1922,21,478
1923,20,434
1924,13,413
1925,25,405
1926,10,412
1927,9,373
1928,18,388
1929,6,385
1930,8,391
1931,6,362
1932,7,383
1933,8,376
1934,13,377
1935,10,361
1936,6,342
1937,9,373
1938,8,373
1939,10,356
1940,10,366
1941,11,381
1942,8,377
1943,12,447
1944,17,377
1945,10,316
1946,11,387
1947,11,369
1948,14,388
1949,15,402
1950,8,369
1951,11,394
1952,14,342
1953,13,333
1954,8,356
1955,11,329
1956,0,291
1957,6,269
1958,6,299
1959,6,236
1960,8,258
1961,12,299
1962,12,254
1963,7,241
1964,10,229
1965,5,213
1966,0,191
1967,5,168
1968,0,189
1969,7,173
1970,5,165
1971,9,164
1972,7,169
1973,9,153
1974,0,133
1975,0,146
1976,6,104
1977,0,116
1978,6,98
1979,0,103
1980,5,103
1981,7,110
1982,9,99
1983,0,85
1984,0,86
1985,8,64
1986,0,55
1987,0,72
1988,6,89
1989,0,77
1990,10,76
1991,5,63
1992,0,70
1993,5,57
1994,0,69
1995,7,50
1996,0,44
1997,0,47
1998,7,30
1999,0,38
2000,10,40
2001,0,40
2002,0,24
2003,0,27
2004,0,21
2005,11,26
2006,6,26
2007,0,25
2008,5,25
2009,0,20
2010,0,14
2011,6,21
2012,5,23
2013,0,18
2014,0,12
2015,0,21
2016,5,22
2017,9,16
2018,5,21
2019,5,20
