year,F,M
1880,982,6
1881,1089,0
1882,1195,6
1883,1307,0
1884,1525,10
1885,1575,5
1886,1723,12
1887,1692,0
1888,2090,10
1889,2049,0
1890,2278,11
1891,2088,11
1892,2299,13
1893,2308,10
1894,2361,6
1895,2448,9
1896,2485,11
1897,2458,10
1898,2726,15
1899,2353,9
1900,2942,11
1901,2398,5
1902,2642,6
1903,2615,9
1904,2513,9
1905,2630,13
1906,2626,10
1907,2747,12
1908,2901,17
1909,2912,11
1910,3145,9
1911,3304,13
1912,4418,14
1913,4669,21
1914,5594,13
1915,7044,19
1916,7461,24
1917,7373,16
1918,7770,22
1919,7194,11
1920,7173,21
1921,7230,20
1922,6743,26
1923,6316,18
1924,6329,15
1925,5984,21
1926,5427,22
1927,5304,27
1928,4988,23
1929,4569,30
1930,4219,19
1931,3712,18
1932,3535,20
1933,3329,17
1934,3087,14
1935,2996,10
1936,2790,23
1937,2710,5
1938,2609,11
1939,2371,17
1940,2386,16
1941,2103,6
1942,2157,15
1943,2121,13
1944,1925,7
1945,1746,5
1946,1763,0
1947,1883,5
1948,1677,6
1949,1608,0
1950,1511,6
1951,1579,0
1952,1525,0
1953,1381,5
1954,1412,9
1955,1391,6
1956,1836,7
1957,1921,6
1958,1708,6
1959,1660,8
1960,1568,0
1961,1442,0
1962,1328,0
1963,1274,6
1964,1211,6
1965,1115,7
1966,935,0
1967,898,0
1968,751,5
1969,696,0
1970,776,0
1971,680,0
1972,606,0
1973,605,0
1974,534,0
1975,568,0
1976,527,0
1977,525,0
1978,587,0
1979,690,0
1980,761,0
1981,831,5
1982,952,6
1983,998,7
1984,1016,5
1985,1064,5
1986,1157,0
1987,1378,8
1988,1708,9
1989,1927,14
1990,2186,0
1991,2387,11
1992,2658,6
1993,2701,6
1994,3174,0
1995,3472,0
1996,3741,11
1997,4638,6
1998,5720,5
1999,9178,8
2000,11285,10
2001,12088,13
2002,12056,15
2003,12778,20
2004,12535,40
2005,11863,28
2006,10973,16
2007,9764,15
2008,9038,18
2009,8315,10
2010,7684,7
2011,7634,8
2012,7381,9
2013,7381,13
2014,7645,13
2015,7665,10
2016,7603,15
2017,7054,12
2018,6758,11
2019,6062,11
