year,Boys,Girls
1880,7,0
1881,11,0
1882,12,0
1883,15,0
1884,18,0
1885,19,0
1886,25,0
1887,16,0
1888,40,0
1889,29,0
1890,27,0
1891,49,0
1892,60,0
1893,56,0
1894,73,0
1895,81,0
1896,86,0
1897,86,0
1898,110,0
1899,130,0
1900,145,0
1901,141,0
1902,156,0
1903,198,0
1904,219,0
1905,259,0
1906,321,0
1907,344,0
1908,362,0
1909,444,0
1910,551,0
1911,627,0
1912,949,0
1913,1058,6
1914,1320,0
1915,1866,6
1916,2549,6
1917,2897,0
1918,3446,10
1919,3727,12
1920,4265,9
1921,4522,9
1922,4642,11
1923,4712,11
1924,4833,15
1925,4838,14
1926,4812,20
1927,4930,22
1928,5156,19
1929,5334,21
1930,5449,23
1931,5412,28
1932,5334,27
1933,4961,19
1934,4837,20
1935,4819,23
1936,4863,23
1937,4554,18
1938,4652,19
1939,5160,25
1940,5152,23
1941,5226,35
1942,5438,31
1943,5190,20
1944,4665,20
1945,4475,15
1946,4848,18
1947,4812,14
1948,4208,13
1949,3919,14
1950,3450,9
1951,3350,5
1952,3046,12
1953,2673,10
1954,2572,10
1955,2196,12
1956,2064,7
1957,1854,7
1958,1563,0
1959,1453,0
1960,1429,0
1961,1282,5
1962,1200,7
1963,1060,0
1964,1102,0
1965,916,0
1966,823,8
1967,741,9
1968,670,6
1969,565,0
1970,517,0
1971,411,0
1972,217,0
1973,236,0
1974,179,0
1975,156,0
1976,162,0
1977,119,0
1978,120,0
1979,111,0
1980,109,0
1981,127,0
1982,125,5
1983,103,0
1984,107,0
1985,125,0
1986,122,0
1987,138,0
1988,355,11
1989,250,6
1990,198,0
1991,161,0
1992,153,0
1993,119,0
1994,102,0
1995,115,0
1996,90,0
1997,83,0
1998,94,0
1999,82,0
2000,95,0
2001,104,0
2002,92,0
2003,127,0
2004,186,0
2005,165,0
2006,144,0
2007,137,0
2008,165,0
2009,202,0
2010,208,0
2011,265,0
2012,254,0
2013,163,0
2014,158,0
2015,130,0
2016,140,0
2017,132,0
2018,120,0
2019,146,0
