year,Girls,Boys
1880,0,11
1881,0,5
1882,0,8
1883,0,6
1884,0,5
1885,0,5
1886,0,0
1887,0,5
1888,0,8
1889,0,6
1890,0,9
1891,0,8
1892,0,7
1893,0,9
1894,0,8
1895,0,8
1896,0,5
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,6
1904,0,5
1905,0,8
1906,0,7
1907,0,6
1908,0,6
1909,0,0
1910,0,5
1911,0,8
1912,0,7
1913,0,9
1914,0,14
1915,0,14
1916,0,12
1917,0,16
1918,0,18
1919,0,14
1920,0,14
1921,0,14
1922,0,16
1923,0,8
1924,0,12
1925,0,8
1926,0,14
1927,0,7
1928,0,14
1929,0,18
1930,0,14
1931,0,8
1932,0,14
1933,0,13
1934,0,14
1935,0,9
1936,0,9
1937,0,16
1938,0,18
1939,0,12
1940,0,12
1941,0,10
1942,0,13
1943,0,11
1944,0,14
1945,0,10
1946,0,8
1947,0,12
1948,0,16
1949,0,13
1950,0,10
1951,0,15
1952,0,11
1953,0,20
1954,0,15
1955,0,18
1956,0,16
1957,0,23
1958,0,24
1959,0,28
1960,0,23
1961,0,30
1962,0,24
1963,0,35
1964,0,31
1965,0,21
1966,0,15
1967,0,20
1968,0,14
1969,0,28
1970,0,27
1971,0,45
1972,0,62
1973,0,45
1974,0,43
1975,0,56
1976,0,54
1977,0,58
1978,0,39
1979,0,35
1980,0,32
1981,0,32
1982,0,18
1983,0,18
1984,0,15
1985,0,14
1986,0,10
1987,0,0
1988,0,17
1989,0,12
1990,0,15
1991,0,10
1992,0,12
1993,0,24
1994,0,28
1995,0,40
1996,0,31
1997,0,42
1998,0,51
1999,0,66
2000,0,85
2001,0,106
2002,0,90
2003,0,113
2004,0,120
2005,0,126
2006,0,118
2007,0,122
2008,0,112
2009,0,109
2010,0,89
2011,0,125
2012,0,102
2013,0,70
2014,0,82
2015,0,88
2016,0,53
2017,0,57
2018,0,56
2019,0,50
