year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,6
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,5
1908,0,0
1909,0,7
1910,0,7
1911,0,7
1912,5,17
1913,0,24
1914,0,34
1915,8,30
1916,6,43
1917,6,35
1918,7,42
1919,5,31
1920,10,39
1921,0,54
1922,5,42
1923,5,58
1924,5,49
1925,11,63
1926,6,58
1927,10,60
1928,9,73
1929,10,47
1930,10,67
1931,0,68
1932,15,61
1933,5,60
1934,6,79
1935,5,74
1936,9,57
1937,0,67
1938,13,62
1939,6,72
1940,9,79
1941,9,84
1942,8,84
1943,9,108
1944,5,75
1945,10,79
1946,7,94
1947,7,126
1948,13,109
1949,7,122
1950,10,131
1951,8,97
1952,8,103
1953,9,108
1954,16,111
1955,15,115
1956,8,97
1957,10,88
1958,6,98
1959,0,79
1960,7,76
1961,5,94
1962,8,82
1963,5,78
1964,9,66
1965,0,51
1966,0,49
1967,7,49
1968,5,42
1969,0,45
1970,0,55
1971,0,36
1972,0,32
1973,0,28
1974,0,31
1975,0,42
1976,0,24
1977,0,41
1978,0,22
1979,0,31
1980,0,36
1981,0,33
1982,0,33
1983,0,22
1984,0,27
1985,0,14
1986,0,22
1987,0,28
1988,0,22
1989,0,15
1990,0,20
1991,5,21
1992,8,18
1993,0,11
1994,7,14
1995,0,14
1996,0,8
1997,0,10
1998,0,13
1999,0,13
2000,0,6
2001,0,12
2002,0,8
2003,0,13
2004,0,0
2005,0,9
2006,0,5
2007,0,5
2008,0,0
2009,0,0
2010,0,6
2011,0,0
2012,0,6
2013,0,7
2014,0,0
2015,0,5
2016,0,5
2017,0,0
2018,0,0
2019,0,0
