year,Boys,Girls
1880,0,0
1881,0,0
1882,0,8
1883,0,0
1884,0,0
1885,0,0
1886,0,5
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,9
1898,0,0
1899,0,5
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,7
1905,0,0
1906,0,5
1907,0,0
1908,0,6
1909,0,0
1910,0,0
1911,0,6
1912,0,12
1913,0,15
1914,0,10
1915,0,14
1916,0,20
1917,0,15
1918,0,16
1919,0,16
1920,0,18
1921,0,18
1922,0,20
1923,0,18
1924,0,10
1925,0,20
1926,0,13
1927,0,11
1928,0,17
1929,0,10
1930,0,9
1931,0,16
1932,0,17
1933,0,13
1934,0,7
1935,0,11
1936,0,0
1937,0,14
1938,0,8
1939,0,10
1940,0,9
1941,0,7
1942,0,10
1943,0,17
1944,0,0
1945,0,13
1946,0,22
1947,0,12
1948,0,7
1949,0,16
1950,0,13
1951,0,12
1952,0,13
1953,0,11
1954,0,14
1955,0,12
1956,0,9
1957,0,12
1958,0,8
1959,0,14
1960,0,12
1961,0,8
1962,0,7
1963,0,13
1964,0,15
1965,0,16
1966,0,11
1967,0,7
1968,0,13
1969,0,5
1970,0,7
1971,0,12
1972,0,7
1973,0,5
1974,0,10
1975,0,7
1976,0,5
1977,0,5
1978,0,8
1979,0,0
1980,0,6
1981,0,10
1982,0,11
1983,0,0
1984,0,0
1985,0,12
1986,0,13
1987,0,11
1988,0,12
1989,0,22
1990,0,27
1991,0,13
1992,0,32
1993,0,25
1994,0,35
1995,0,38
1996,0,43
1997,0,43
1998,5,58
1999,13,59
2000,0,48
2001,0,76
2002,0,80
2003,0,95
2004,6,110
2005,9,119
2006,10,121
2007,12,140
2008,5,159
2009,5,178
2010,0,202
2011,5,221
2012,10,250
2013,6,262
2014,8,259
2015,16,220
2016,11,230
2017,8,230
2018,0,212
2019,6,172
