year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,5,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,6,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,5,7
1901,7,0
1902,0,0
1903,7,7
1904,7,0
1905,6,0
1906,0,0
1907,7,6
1908,8,5
1909,10,5
1910,7,7
1911,0,5
1912,10,6
1913,6,8
1914,8,19
1915,8,11
1916,15,7
1917,10,10
1918,19,19
1919,18,14
1920,30,15
1921,14,11
1922,23,6
1923,19,15
1924,12,8
1925,16,16
1926,17,18
1927,20,14
1928,13,16
1929,24,12
1930,13,14
1931,11,5
1932,12,10
1933,8,17
1934,25,18
1935,15,26
1936,16,29
1937,17,26
1938,7,12
1939,14,13
1940,14,16
1941,5,17
1942,13,17
1943,8,28
1944,13,27
1945,11,18
1946,8,21
1947,6,24
1948,9,21
1949,7,25
1950,6,27
1951,9,29
1952,7,31
1953,12,31
1954,6,34
1955,9,29
1956,12,26
1957,5,36
1958,0,29
1959,0,37
1960,5,22
1961,0,14
1962,6,25
1963,0,16
1964,0,27
1965,0,16
1966,0,14
1967,0,13
1968,0,10
1969,0,17
1970,0,12
1971,0,21
1972,0,9
1973,0,11
1974,0,11
1975,0,19
1976,0,16
1977,0,9
1978,0,6
1979,0,19
1980,0,8
1981,0,14
1982,0,14
1983,0,20
1984,0,9
1985,0,22
1986,0,27
1987,0,35
1988,0,23
1989,0,18
1990,0,22
1991,0,21
1992,0,22
1993,0,21
1994,0,21
1995,0,10
1996,0,14
1997,0,16
1998,0,15
1999,0,26
2000,0,23
2001,0,20
2002,0,33
2003,0,23
2004,0,23
2005,0,29
2006,0,24
2007,0,44
2008,0,42
2009,0,40
2010,0,44
2011,0,43
2012,0,34
2013,0,43
2014,0,62
2015,6,56
2016,6,47
2017,8,64
2018,7,75
2019,7,80
