year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,9
1885,0,5
1886,0,0
1887,0,0
1888,0,0
1889,0,8
1890,0,6
1891,0,0
1892,0,7
1893,0,5
1894,0,7
1895,0,7
1896,0,11
1897,0,0
1898,0,16
1899,0,8
1900,0,6
1901,0,8
1902,0,12
1903,0,5
1904,0,7
1905,0,9
1906,0,5
1907,0,6
1908,0,7
1909,0,9
1910,0,13
1911,0,12
1912,0,23
1913,7,36
1914,6,27
1915,0,43
1916,8,40
1917,0,50
1918,6,41
1919,0,52
1920,6,52
1921,0,46
1922,5,36
1923,6,47
1924,6,38
1925,7,43
1926,0,28
1927,0,38
1928,5,39
1929,0,27
1930,0,31
1931,0,26
1932,0,28
1933,0,23
1934,0,28
1935,0,34
1936,0,15
1937,0,23
1938,0,19
1939,0,17
1940,0,21
1941,0,15
1942,0,17
1943,0,22
1944,0,17
1945,0,16
1946,0,27
1947,0,16
1948,0,16
1949,0,12
1950,0,27
1951,0,14
1952,0,14
1953,0,11
1954,0,12
1955,0,9
1956,0,11
1957,0,15
1958,0,10
1959,0,11
1960,0,9
1961,0,10
1962,0,15
1963,0,0
1964,0,9
1965,0,11
1966,0,5
1967,0,7
1968,0,9
1969,0,8
1970,0,10
1971,0,0
1972,0,11
1973,0,7
1974,0,7
1975,0,9
1976,0,5
1977,0,5
1978,0,0
1979,0,10
1980,0,15
1981,0,10
1982,0,10
1983,6,6
1984,0,6
1985,5,6
1986,0,0
1987,0,9
1988,0,9
1989,0,9
1990,0,18
1991,12,13
1992,9,21
1993,10,26
1994,10,20
1995,12,28
1996,19,29
1997,16,33
1998,15,39
1999,21,37
2000,26,48
2001,18,50
2002,31,39
2003,30,59
2004,41,56
2005,41,65
2006,49,65
2007,61,72
2008,75,91
2009,92,139
2010,118,137
2011,157,195
2012,189,240
2013,274,291
2014,364,397
2015,471,495
2016,534,478
2017,657,611
2018,796,636
2019,902,686
