year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,6
1886,0,7
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,5
1894,0,0
1895,0,7
1896,0,5
1897,0,0
1898,0,6
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,7
1905,0,6
1906,0,6
1907,0,7
1908,0,5
1909,0,12
1910,0,0
1911,0,11
1912,0,17
1913,0,27
1914,0,41
1915,0,57
1916,0,64
1917,0,45
1918,0,54
1919,0,63
1920,0,65
1921,0,70
1922,0,90
1923,0,59
1924,0,62
1925,0,52
1926,5,44
1927,0,70
1928,0,38
1929,0,55
1930,0,49
1931,0,36
1932,0,41
1933,0,39
1934,0,30
1935,0,32
1936,0,31
1937,0,34
1938,0,28
1939,0,28
1940,0,19
1941,0,31
1942,0,21
1943,0,37
1944,0,30
1945,0,15
1946,0,16
1947,0,23
1948,0,24
1949,0,12
1950,0,15
1951,0,13
1952,0,9
1953,0,20
1954,0,18
1955,0,19
1956,0,11
1957,0,15
1958,0,10
1959,0,15
1960,0,12
1961,0,11
1962,0,6
1963,0,9
1964,0,9
1965,0,8
1966,0,8
1967,0,12
1968,0,5
1969,0,11
1970,0,10
1971,0,9
1972,0,6
1973,0,15
1974,0,10
1975,0,12
1976,0,5
1977,0,7
1978,0,0
1979,0,12
1980,0,12
1981,0,5
1982,0,7
1983,0,0
1984,0,7
1985,0,5
1986,0,5
1987,0,11
1988,0,0
1989,0,0
1990,0,5
1991,0,6
1992,0,5
1993,0,0
1994,0,0
1995,0,0
1996,0,5
1997,0,0
1998,0,0
1999,0,8
2000,0,0
2001,0,0
2002,0,0
2003,0,5
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,5
2017,0,8
2018,0,0
2019,0,0
