year,Boys,Girls
1880,44,0
1881,51,0
1882,52,0
1883,46,0
1884,54,0
1885,59,0
1886,72,0
1887,69,0
1888,71,0
1889,100,0
1890,85,0
1891,66,0
1892,101,0
1893,107,0
1894,127,0
1895,117,0
1896,114,0
1897,131,0
1898,141,0
1899,110,0
1900,167,0
1901,126,0
1902,130,0
1903,130,0
1904,157,0
1905,153,0
1906,181,0
1907,171,0
1908,181,0
1909,179,0
1910,211,0
1911,191,0
1912,285,0
1913,287,0
1914,340,0
1915,372,0
1916,446,0
1917,476,0
1918,466,0
1919,471,0
1920,523,0
1921,502,0
1922,536,0
1923,528,7
1924,501,6
1925,527,5
1926,466,0
1927,499,0
1928,442,0
1929,458,7
1930,402,8
1931,380,7
1932,400,0
1933,369,5
1934,359,0
1935,365,6
1936,381,0
1937,393,5
1938,445,0
1939,429,0
1940,540,0
1941,587,6
1942,742,6
1943,694,0
1944,730,5
1945,621,0
1946,728,0
1947,857,0
1948,848,0
1949,854,0
1950,769,0
1951,665,0
1952,693,0
1953,620,0
1954,646,0
1955,606,0
1956,538,6
1957,519,0
1958,557,0
1959,491,0
1960,483,0
1961,435,0
1962,430,0
1963,449,0
1964,425,0
1965,442,0
1966,334,0
1967,347,0
1968,324,0
1969,349,0
1970,351,0
1971,335,0
1972,345,0
1973,360,0
1974,507,5
1975,1049,9
1976,1233,6
1977,1105,7
1978,1313,5
1979,1254,6
1980,1120,5
1981,1029,7
1982,1127,0
1983,1089,0
1984,1163,7
1985,1026,0
1986,1231,7
1987,1697,11
1988,2140,9
1989,2438,30
1990,4626,15
1991,5601,9
1992,5809,14
1993,6340,7
1994,6433,10
1995,7624,12
1996,8123,12
1997,9477,12
1998,10610,16
1999,11255,18
2000,12852,6
2001,13977,11
2002,14630,17
2003,16152,22
2004,16105,73
2005,15694,23
2006,15501,17
2007,16584,17
2008,17084,31
2009,17437,18
2010,17029,28
2011,17327,17
2012,17319,18
2013,18436,24
2014,19817,23
2015,19705,9
2016,19378,16
2017,18737,12
2018,17993,8
2019,18451,12
