year,Girls,Boys
1880,0,0
1881,0,5
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,5
1889,0,0
1890,0,0
1891,0,6
1892,0,6
1893,0,8
1894,0,12
1895,0,7
1896,0,0
1897,0,9
1898,0,6
1899,0,7
1900,0,12
1901,7,8
1902,0,13
1903,0,14
1904,0,17
1905,0,16
1906,0,20
1907,0,14
1908,6,12
1909,0,16
1910,0,17
1911,5,28
1912,0,54
1913,5,67
1914,7,85
1915,5,119
1916,17,122
1917,8,119
1918,0,141
1919,10,99
1920,11,122
1921,14,133
1922,11,123
1923,7,130
1924,8,116
1925,0,140
1926,7,115
1927,9,121
1928,12,139
1929,7,123
1930,17,149
1931,27,132
1932,18,128
1933,18,103
1934,13,131
1935,9,141
1936,21,119
1937,22,106
1938,13,135
1939,20,118
1940,6,141
1941,10,131
1942,15,166
1943,11,203
1944,8,179
1945,11,184
1946,8,295
1947,10,354
1948,12,356
1949,11,374
1950,6,349
1951,6,298
1952,14,252
1953,7,239
1954,8,237
1955,16,217
1956,7,218
1957,8,200
1958,9,210
1959,12,213
1960,9,246
1961,9,213
1962,10,254
1963,0,267
1964,10,280
1965,5,289
1966,8,267
1967,9,248
1968,6,247
1969,9,236
1970,5,229
1971,8,210
1972,0,192
1973,0,156
1974,0,141
1975,0,147
1976,7,127
1977,5,136
1978,0,137
1979,0,131
1980,8,167
1981,5,140
1982,0,126
1983,0,124
1984,5,136
1985,0,130
1986,6,142
1987,0,181
1988,5,140
1989,0,168
1990,6,184
1991,12,181
1992,5,188
1993,9,174
1994,7,213
1995,0,143
1996,5,140
1997,7,149
1998,7,167
1999,6,162
2000,7,169
2001,8,161
2002,7,172
2003,12,219
2004,5,230
2005,0,254
2006,14,289
2007,10,306
2008,15,254
2009,14,270
2010,17,215
2011,8,226
2012,12,245
2013,21,247
2014,26,226
2015,14,251
2016,24,260
2017,20,215
2018,24,188
2019,22,187
