year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,5,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,5,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,5,0
1903,0,0
1904,5,0
1905,7,0
1906,5,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,6,0
1912,0,0
1913,7,0
1914,0,0
1915,11,0
1916,7,0
1917,5,0
1918,12,0
1919,8,0
1920,7,0
1921,12,0
1922,0,0
1923,0,0
1924,5,0
1925,0,0
1926,8,0
1927,7,0
1928,5,0
1929,8,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,5,0
1935,8,0
1936,0,0
1937,0,0
1938,16,0
1939,8,0
1940,0,0
1941,5,0
1942,0,0
1943,7,0
1944,5,0
1945,8,0
1946,7,0
1947,12,0
1948,8,0
1949,5,0
1950,0,0
1951,10,0
1952,12,0
1953,6,0
1954,6,0
1955,6,0
1956,7,0
1957,11,0
1958,9,0
1959,0,0
1960,8,0
1961,11,0
1962,5,0
1963,7,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,5,0
1970,0,0
1971,5,0
1972,0,0
1973,0,0
1974,0,0
1975,5,0
1976,5,0
1977,0,0
1978,6,0
1979,0,0
1980,0,0
1981,0,0
1982,7,0
1983,5,0
1984,5,0
1985,6,0
1986,8,0
1987,6,0
1988,11,0
1989,6,0
1990,16,0
1991,12,0
1992,11,0
1993,17,0
1994,13,0
1995,25,0
1996,27,0
1997,19,0
1998,28,0
1999,35,0
2000,29,0
2001,41,0
2002,50,0
2003,33,0
2004,35,0
2005,30,0
2006,37,0
2007,46,0
2008,39,0
2009,36,0
2010,81,0
2011,43,0
2012,36,0
2013,42,0
2014,42,0
2015,42,0
2016,45,0
2017,41,0
2018,48,0
2019,60,0
