year,F,M
1880,0,7
1881,0,7
1882,0,5
1883,0,9
1884,0,13
1885,0,12
1886,0,9
1887,0,10
1888,0,7
1889,0,12
1890,0,13
1891,0,19
1892,0,18
1893,5,19
1894,0,20
1895,0,26
1896,0,18
1897,0,12
1898,0,17
1899,0,15
1900,0,15
1901,0,13
1902,0,23
1903,0,25
1904,0,19
1905,0,26
1906,0,19
1907,0,19
1908,0,30
1909,0,40
1910,0,30
1911,5,37
1912,5,71
1913,0,108
1914,6,134
1915,9,132
1916,6,177
1917,6,196
1918,7,190
1919,6,158
1920,9,207
1921,6,164
1922,5,199
1923,5,166
1924,0,152
1925,5,186
1926,5,171
1927,0,168
1928,5,180
1929,0,142
1930,7,156
1931,0,150
1932,7,134
1933,0,146
1934,0,168
1935,0,143
1936,0,166
1937,0,137
1938,0,152
1939,0,149
1940,0,165
1941,0,176
1942,0,150
1943,0,166
1944,0,189
1945,0,208
1946,7,224
1947,0,281
1948,0,249
1949,0,267
1950,0,261
1951,0,304
1952,0,309
1953,0,338
1954,0,280
1955,0,322
1956,0,357
1957,0,462
1958,0,377
1959,0,411
1960,0,449
1961,0,463
1962,5,431
1963,5,457
1964,6,407
1965,0,382
1966,0,299
1967,0,288
1968,0,331
1969,0,556
1970,0,407
1971,0,339
1972,0,226
1973,0,251
1974,0,175
1975,0,166
1976,0,209
1977,0,145
1978,0,172
1979,0,162
1980,0,152
1981,0,152
1982,0,170
1983,0,198
1984,0,160
1985,0,162
1986,0,162
1987,0,212
1988,6,246
1989,0,262
1990,0,246
1991,0,243
1992,0,236
1993,0,218
1994,0,186
1995,0,162
1996,0,162
1997,0,175
1998,0,135
1999,0,165
2000,0,141
2001,0,170
2002,0,197
2003,0,241
2004,0,231
2005,0,261
2006,0,298
2007,0,318
2008,0,290
2009,0,294
2010,0,289
2011,0,300
2012,0,255
2013,0,245
2014,0,245
2015,0,318
2016,0,247
2017,0,265
2018,0,220
2019,0,245
