year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,5,0
1908,0,0
1909,6,0
1910,7,0
1911,6,0
1912,7,0
1913,13,0
1914,15,5
1915,19,14
1916,17,10
1917,15,8
1918,34,15
1919,28,15
1920,46,17
1921,45,19
1922,43,10
1923,53,14
1924,45,12
1925,46,25
1926,38,17
1927,41,21
1928,36,16
1929,48,14
1930,55,19
1931,42,19
1932,58,22
1933,39,12
1934,45,13
1935,58,23
1936,43,25
1937,58,17
1938,35,18
1939,46,21
1940,41,21
1941,38,17
1942,36,26
1943,47,23
1944,37,22
1945,53,19
1946,48,17
1947,42,23
1948,45,24
1949,38,23
1950,44,21
1951,45,22
1952,39,26
1953,46,19
1954,38,19
1955,32,16
1956,34,22
1957,28,19
1958,28,14
1959,30,18
1960,27,21
1961,17,15
1962,21,16
1963,24,12
1964,11,21
1965,10,16
1966,12,11
1967,8,13
1968,13,21
1969,6,20
1970,5,15
1971,9,12
1972,10,9
1973,7,16
1974,9,8
1975,0,5
1976,0,15
1977,5,12
1978,0,11
1979,5,11
1980,0,14
1981,0,13
1982,5,14
1983,0,5
1984,0,13
1985,0,9
1986,0,8
1987,0,5
1988,0,11
1989,0,6
1990,0,7
1991,0,10
1992,0,11
1993,0,12
1994,0,9
1995,0,7
1996,0,9
1997,0,0
1998,0,6
1999,0,8
2000,0,7
2001,0,0
2002,0,7
2003,0,5
2004,0,8
2005,0,7
2006,0,0
2007,0,6
2008,0,6
2009,0,0
2010,0,5
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
