year,Boys,Girls
1880,0,56
1881,5,57
1882,0,53
1883,0,46
1884,0,50
1885,5,71
1886,0,73
1887,0,79
1888,0,78
1889,10,73
1890,6,83
1891,9,96
1892,7,108
1893,0,112
1894,8,131
1895,11,131
1896,15,129
1897,11,152
1898,7,143
1899,10,130
1900,16,170
1901,8,129
1902,13,175
1903,11,179
1904,14,178
1905,14,208
1906,8,223
1907,14,222
1908,13,285
1909,16,284
1910,17,351
1911,7,418
1912,23,889
1913,32,1143
1914,22,1455
1915,45,2060
1916,41,2288
1917,50,2463
1918,49,2971
1919,61,2929
1920,55,3145
1921,54,3068
1922,64,3003
1923,47,2957
1924,53,3008
1925,54,2912
1926,51,2952
1927,55,2853
1928,46,2853
1929,33,2682
1930,41,2703
1931,46,2465
1932,26,2428
1933,28,2206
1934,32,2227
1935,29,2111
1936,24,2028
1937,19,2076
1938,12,1958
1939,17,1994
1940,16,1941
1941,20,1976
1942,23,2102
1943,26,2093
1944,14,1925
1945,11,1934
1946,13,1967
1947,26,2114
1948,21,2032
1949,17,1951
1950,17,2005
1951,22,2104
1952,15,2085
1953,24,2061
1954,18,2097
1955,16,2036
1956,19,2053
1957,16,1979
1958,16,1922
1959,16,1792
1960,19,1829
1961,20,1770
1962,18,1669
1963,14,1575
1964,7,1569
1965,0,1357
1966,14,1283
1967,0,1142
1968,14,1144
1969,11,1070
1970,13,1087
1971,11,942
1972,11,865
1973,10,791
1974,7,752
1975,10,688
1976,10,648
1977,6,696
1978,7,622
1979,5,632
1980,6,707
1981,0,631
1982,12,573
1983,0,560
1984,8,552
1985,7,547
1986,0,447
1987,6,488
1988,0,463
1989,0,408
1990,0,394
1991,0,383
1992,0,323
1993,0,306
1994,0,277
1995,0,237
1996,0,255
1997,0,234
1998,0,215
1999,0,213
2000,0,193
2001,0,182
2002,0,175
2003,0,171
2004,0,146
2005,0,134
2006,0,141
2007,0,145
2008,0,135
2009,0,114
2010,0,136
2011,0,116
2012,0,118
2013,0,113
2014,0,123
2015,0,103
2016,0,111
2017,0,115
2018,0,103
2019,0,112
