year,Boys,Girls
1880,0,41
1881,0,30
1882,0,38
1883,0,43
1884,0,51
1885,0,48
1886,0,50
1887,0,52
1888,0,67
1889,0,65
1890,0,61
1891,0,74
1892,0,93
1893,0,82
1894,0,94
1895,0,134
1896,0,112
1897,0,112
1898,0,140
1899,0,125
1900,0,177
1901,0,131
1902,0,148
1903,0,170
1904,0,206
1905,0,176
1906,0,193
1907,0,239
1908,0,250
1909,0,264
1910,0,343
1911,10,496
1912,5,1178
1913,8,1527
1914,7,1962
1915,13,2491
1916,8,2500
1917,13,2636
1918,14,2621
1919,11,2531
1920,12,2661
1921,12,2779
1922,12,2710
1923,9,2719
1924,8,2639
1925,20,2771
1926,15,2543
1927,14,2650
1928,18,2437
1929,16,2330
1930,15,2317
1931,12,2160
1932,9,2067
1933,12,1983
1934,11,1866
1935,0,1795
1936,7,1737
1937,12,1836
1938,6,1834
1939,9,1811
1940,0,1975
1941,8,2050
1942,9,2379
1943,8,2420
1944,8,2029
1945,6,2119
1946,6,2424
1947,7,2804
1948,12,2790
1949,9,2910
1950,9,2920
1951,11,2924
1952,11,3170
1953,10,3175
1954,10,3358
1955,6,3484
1956,8,3758
1957,10,4072
1958,17,4264
1959,11,4211
1960,15,4375
1961,19,4314
1962,26,6161
1963,30,6150
1964,21,5678
1965,35,5430
1966,44,4942
1967,20,4397
1968,27,3982
1969,27,4058
1970,29,4027
1971,25,3438
1972,27,2745
1973,17,2683
1974,12,2434
1975,17,2384
1976,15,2455
1977,15,2459
1978,26,2508
1979,23,2519
1980,20,2696
1981,26,2769
1982,22,2866
1983,21,2893
1984,20,2976
1985,31,3041
1986,21,3093
1987,25,3172
1988,37,4055
1989,25,4492
1990,17,4801
1991,13,4491
1992,17,4104
1993,11,3686
1994,9,3603
1995,5,3319
1996,0,3341
1997,5,3193
1998,8,3098
1999,5,3066
2000,7,3233
2001,6,3201
2002,9,3185
2003,6,3418
2004,12,3421
2005,6,3745
2006,9,4028
2007,5,3957
2008,0,3582
2009,0,3492
2010,7,3527
2011,0,3799
2012,0,3730
2013,0,3856
2014,0,3761
2015,6,3720
2016,8,3829
2017,8,3664
2018,0,3565
2019,5,3336
