year,F,M
1880,0,0
1881,0,8
1882,0,6
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,5
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,7
1901,0,0
1902,0,0
1903,0,6
1904,0,5
1905,0,0
1906,0,0
1907,0,5
1908,0,0
1909,0,0
1910,0,0
1911,0,8
1912,0,0
1913,0,11
1914,0,10
1915,0,19
1916,0,20
1917,0,21
1918,0,15
1919,0,9
1920,0,26
1921,0,29
1922,0,16
1923,0,22
1924,0,33
1925,0,20
1926,0,21
1927,0,11
1928,0,15
1929,0,35
1930,0,28
1931,0,18
1932,0,27
1933,0,27
1934,0,32
1935,0,37
1936,0,42
1937,0,51
1938,0,68
1939,0,68
1940,0,88
1941,0,99
1942,0,134
1943,0,161
1944,0,176
1945,0,163
1946,0,237
1947,0,304
1948,0,346
1949,0,461
1950,0,593
1951,0,796
1952,0,961
1953,5,1102
1954,0,1289
1955,6,1612
1956,5,2014
1957,9,2402
1958,13,3465
1959,11,4329
1960,15,5748
1961,30,9750
1962,31,12748
1963,32,14793
1964,47,15352
1965,43,13940
1966,45,13561
1967,48,13454
1968,63,14659
1969,56,14751
1970,48,14429
1971,40,12066
1972,53,9984
1973,53,8679
1974,41,7850
1975,32,7156
1976,36,6442
1977,26,6278
1978,29,5502
1979,28,4986
1980,25,4130
1981,28,3957
1982,32,3599
1983,20,3342
1984,14,3106
1985,19,2940
1986,11,2585
1987,19,2356
1988,20,2202
1989,10,2126
1990,7,1975
1991,0,1743
1992,0,1424
1993,0,1239
1994,5,1141
1995,0,1028
1996,0,890
1997,0,842
1998,5,703
1999,0,628
2000,0,583
2001,0,530
2002,0,508
2003,0,466
2004,0,440
2005,0,390
2006,0,352
2007,0,326
2008,0,287
2009,0,235
2010,0,264
2011,0,244
2012,0,236
2013,0,206
2014,0,180
2015,0,212
2016,0,185
2017,0,161
2018,0,157
2019,0,156
