year,Girls,Boys
1880,0,70
1881,0,63
1882,0,71
1883,0,62
1884,0,77
1885,0,64
1886,0,74
1887,0,54
1888,0,76
1889,0,82
1890,0,56
1891,0,66
1892,0,71
1893,0,62
1894,0,71
1895,0,60
1896,0,72
1897,0,58
1898,0,75
1899,0,60
1900,0,76
1901,0,62
1902,0,62
1903,0,49
1904,0,58
1905,0,73
1906,0,52
1907,0,81
1908,0,67
1909,0,67
1910,0,75
1911,0,88
1912,0,128
1913,0,160
1914,0,174
1915,0,253
1916,0,246
1917,0,261
1918,0,285
1919,0,249
1920,0,269
1921,8,249
1922,0,289
1923,0,325
1924,0,322
1925,5,319
1926,0,274
1927,0,325
1928,5,297
1929,0,292
1930,5,307
1931,0,346
1932,0,341
1933,0,346
1934,0,336
1935,5,371
1936,0,439
1937,0,674
1938,10,882
1939,8,1067
1940,0,1385
1941,7,1632
1942,10,2275
1943,13,2578
1944,11,2753
1945,10,3591
1946,21,5152
1947,13,6746
1948,17,8042
1949,19,9345
1950,27,10503
1951,12,12704
1952,29,14169
1953,34,15184
1954,42,17438
1955,47,20735
1956,48,23279
1957,56,24727
1958,82,28763
1959,79,30751
1960,90,30475
1961,98,28242
1962,88,27090
1963,102,27191
1964,90,28101
1965,112,28346
1966,115,28930
1967,128,28590
1968,138,26512
1969,107,23365
1970,141,22437
1971,115,20095
1972,114,17608
1973,94,16045
1974,76,15896
1975,105,15959
1976,118,16627
1977,102,17982
1978,107,19600
1979,129,19081
1980,105,19154
1981,145,18229
1982,133,17466
1983,125,16366
1984,125,16995
1985,133,17141
1986,107,16876
1987,118,17391
1988,115,16805
1989,62,16425
1990,60,15692
1991,29,14148
1992,29,12858
1993,26,11637
1994,19,10766
1995,18,9787
1996,19,8918
1997,14,8503
1998,15,7845
1999,14,7592
2000,9,7260
2001,13,6420
2002,9,6019
2003,13,5484
2004,33,5231
2005,8,5031
2006,5,4702
2007,7,4435
2008,6,4091
2009,0,3764
2010,5,3447
2011,0,3232
2012,5,3113
2013,0,3058
2014,0,3010
2015,5,2796
2016,5,2663
2017,0,2411
2018,0,2341
2019,0,2069
