year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,5,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,6,0
1900,0,0
1901,0,0
1902,6,0
1903,0,0
1904,9,0
1905,0,0
1906,11,0
1907,5,0
1908,10,0
1909,7,0
1910,12,0
1911,10,0
1912,17,0
1913,10,0
1914,15,0
1915,25,0
1916,27,0
1917,20,0
1918,26,0
1919,27,0
1920,25,0
1921,28,0
1922,25,0
1923,35,0
1924,43,0
1925,33,0
1926,31,0
1927,30,0
1928,28,0
1929,22,0
1930,24,0
1931,33,0
1932,51,0
1933,37,0
1934,30,0
1935,27,0
1936,34,0
1937,11,0
1938,31,0
1939,19,0
1940,21,0
1941,28,0
1942,24,0
1943,31,0
1944,31,0
1945,12,0
1946,28,0
1947,29,0
1948,27,0
1949,32,0
1950,29,0
1951,34,0
1952,23,0
1953,25,0
1954,27,0
1955,35,0
1956,29,0
1957,44,0
1958,24,0
1959,30,0
1960,91,0
1961,45,0
1962,43,0
1963,42,0
1964,46,0
1965,46,0
1966,39,0
1967,30,0
1968,37,0
1969,40,0
1970,33,0
1971,31,0
1972,30,0
1973,38,0
1974,39,0
1975,31,0
1976,34,0
1977,47,0
1978,47,0
1979,39,0
1980,37,0
1981,35,0
1982,32,0
1983,39,0
1984,34,0
1985,27,0
1986,29,0
1987,30,0
1988,129,0
1989,117,0
1990,154,0
1991,155,0
1992,279,0
1993,700,0
1994,340,0
1995,499,0
1996,488,0
1997,441,0
1998,377,0
1999,380,0
2000,398,0
2001,386,0
2002,423,0
2003,431,0
2004,494,0
2005,412,0
2006,357,0
2007,351,0
2008,318,0
2009,276,0
2010,272,0
2011,257,0
2012,277,0
2013,307,0
2014,376,0
2015,354,0
2016,352,0
2017,350,0
2018,358,0
2019,326,0
