year,Boys,Girls
1880,0,13
1881,0,7
1882,0,14
1883,0,13
1884,0,10
1885,0,10
1886,0,10
1887,0,20
1888,0,21
1889,0,25
1890,0,20
1891,0,22
1892,0,15
1893,0,12
1894,0,23
1895,0,24
1896,0,30
1897,0,28
1898,0,39
1899,0,34
1900,0,75
1901,0,64
1902,0,87
1903,0,71
1904,0,94
1905,5,115
1906,0,89
1907,0,112
1908,0,113
1909,0,122
1910,0,127
1911,0,97
1912,0,244
1913,0,247
1914,0,309
1915,0,403
1916,9,453
1917,10,498
1918,8,564
1919,10,572
1920,7,545
1921,10,614
1922,5,606
1923,7,592
1924,11,610
1925,0,670
1926,13,764
1927,10,762
1928,12,827
1929,10,851
1930,6,983
1931,6,983
1932,9,1067
1933,9,1040
1934,0,1052
1935,6,1084
1936,7,1065
1937,0,1062
1938,0,1111
1939,6,1079
1940,0,1047
1941,0,1096
1942,5,1252
1943,7,1236
1944,8,1166
1945,0,1238
1946,0,1490
1947,0,1646
1948,0,1477
1949,5,1378
1950,0,1355
1951,5,1389
1952,0,1413
1953,0,1303
1954,5,1345
1955,0,1406
1956,5,1459
1957,0,1635
1958,5,1739
1959,0,1673
1960,0,1696
1961,5,1679
1962,0,1703
1963,5,1580
1964,0,1507
1965,0,1243
1966,0,1073
1967,10,953
1968,0,1048
1969,5,1058
1970,0,944
1971,7,802
1972,5,665
1973,0,543
1974,0,478
1975,0,455
1976,0,431
1977,0,417
1978,0,360
1979,0,354
1980,6,364
1981,0,340
1982,0,317
1983,0,299
1984,0,288
1985,0,266
1986,0,297
1987,0,282
1988,0,291
1989,0,269
1990,0,249
1991,0,176
1992,0,188
1993,0,179
1994,0,163
1995,0,150
1996,0,135
1997,0,127
1998,0,106
1999,0,112
2000,0,97
2001,0,99
2002,0,99
2003,0,74
2004,0,72
2005,0,75
2006,0,59
2007,0,61
2008,0,75
2009,0,53
2010,0,81
2011,0,66
2012,0,66
2013,0,73
2014,0,59
2015,0,48
2016,0,56
2017,0,56
2018,0,49
2019,0,55
