year,F,M
1880,5,0
1881,0,0
1882,0,0
1883,6,0
1884,7,0
1885,0,0
1886,12,0
1887,7,0
1888,15,0
1889,24,0
1890,22,0
1891,25,0
1892,33,0
1893,42,0
1894,70,0
1895,173,0
1896,260,5
1897,419,6
1898,605,0
1899,736,0
1900,1094,0
1901,1090,0
1902,1309,6
1903,1479,9
1904,1757,9
1905,1945,10
1906,2114,12
1907,2339,13
1908,2526,8
1909,2612,12
1910,2976,17
1911,3166,12
1912,4183,20
1913,4595,29
1914,5496,23
1915,6762,28
1916,7290,30
1917,7245,28
1918,7740,44
1919,7558,42
1920,7814,32
1921,7839,32
1922,7254,27
1923,7378,29
1924,7317,45
1925,6823,41
1926,6584,36
1927,6304,27
1928,5979,33
1929,5476,32
1930,5249,34
1931,4440,37
1932,4271,27
1933,3638,25
1934,3646,30
1935,3189,32
1936,3198,32
1937,3060,19
1938,2865,16
1939,2696,24
1940,2461,11
1941,2368,10
1942,2257,13
1943,2208,12
1944,1996,14
1945,1855,5
1946,1794,8
1947,1901,12
1948,1764,10
1949,1626,9
1950,1455,0
1951,1529,0
1952,1359,6
1953,1294,5
1954,1240,8
1955,1107,11
1956,1076,0
1957,969,0
1958,842,6
1959,899,0
1960,838,7
1961,772,5
1962,752,5
1963,722,7
1964,653,0
1965,578,0
1966,475,0
1967,388,0
1968,400,0
1969,318,5
1970,274,0
1971,281,0
1972,225,0
1973,220,0
1974,237,0
1975,198,0
1976,193,0
1977,195,0
1978,171,0
1979,164,0
1980,148,0
1981,152,0
1982,152,0
1983,119,0
1984,122,0
1985,101,0
1986,105,0
1987,92,0
1988,84,0
1989,95,0
1990,92,0
1991,86,0
1992,89,0
1993,72,0
1994,70,0
1995,79,0
1996,48,0
1997,41,0
1998,62,0
1999,48,0
2000,50,0
2001,58,0
2002,31,0
2003,40,0
2004,31,0
2005,42,0
2006,34,0
2007,28,0
2008,30,0
2009,35,0
2010,20,0
2011,14,0
2012,27,0
2013,19,0
2014,25,0
2015,27,0
2016,32,0
2017,26,0
2018,27,0
2019,22,0
