year,F,M
1880,50,0
1881,46,0
1882,50,0
1883,64,0
1884,78,0
1885,66,0
1886,84,0
1887,107,0
1888,111,0
1889,113,0
1890,110,0
1891,131,0
1892,143,0
1893,132,0
1894,157,0
1895,167,0
1896,209,0
1897,159,0
1898,217,0
1899,162,0
1900,204,0
1901,164,0
1902,153,0
1903,174,0
1904,179,0
1905,178,0
1906,198,0
1907,191,0
1908,233,0
1909,215,0
1910,220,0
1911,281,0
1912,344,0
1913,424,0
1914,524,0
1915,686,0
1916,662,0
1917,673,5
1918,674,0
1919,706,0
1920,720,0
1921,738,0
1922,701,6
1923,724,0
1924,786,5
1925,955,0
1926,1160,7
1927,1211,0
1928,1212,7
1929,1022,9
1930,993,9
1931,947,5
1932,855,11
1933,753,0
1934,706,0
1935,715,9
1936,675,0
1937,661,7
1938,695,5
1939,650,0
1940,686,5
1941,716,7
1942,1002,0
1943,1193,0
1944,1204,0
1945,1339,7
1946,1834,10
1947,2810,0
1948,4217,9
1949,4329,7
1950,4724,6
1951,6213,11
1952,7292,7
1953,8934,19
1954,10845,22
1955,13122,25
1956,14464,34
1957,15687,33
1958,15603,35
1959,17390,39
1960,18836,39
1961,18907,40
1962,18515,46
1963,17965,52
1964,16418,38
1965,14579,43
1966,13022,45
1967,12270,33
1968,10914,38
1969,10355,37
1970,9605,37
1971,8563,41
1972,7177,29
1973,5987,22
1974,5396,20
1975,4638,19
1976,4055,24
1977,3655,17
1978,3472,13
1979,3480,11
1980,3149,13
1981,3121,15
1982,2883,21
1983,2702,14
1984,2386,18
1985,2211,12
1986,2009,8
1987,1781,12
1988,1635,7
1989,1532,12
1990,1613,7
1991,1488,0
1992,1372,5
1993,1234,5
1994,1098,0
1995,1044,10
1996,1069,0
1997,1077,0
1998,981,0
1999,975,0
2000,899,0
2001,830,0
2002,787,0
2003,703,0
2004,747,0
2005,672,0
2006,565,0
2007,563,0
2008,534,0
2009,453,0
2010,411,0
2011,543,0
2012,470,0
2013,436,0
2014,391,0
2015,428,0
2016,436,0
2017,396,0
2018,345,0
2019,342,0
