year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,8
1885,0,0
1886,0,8
1887,0,0
1888,0,9
1889,0,0
1890,0,0
1891,0,0
1892,0,5
1893,0,0
1894,0,0
1895,0,0
1896,6,0
1897,0,0
1898,0,0
1899,0,0
1900,0,5
1901,6,0
1902,7,8
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,9
1910,0,8
1911,0,0
1912,0,10
1913,0,5
1914,7,10
1915,0,10
1916,0,14
1917,9,12
1918,0,19
1919,0,10
1920,0,13
1921,0,14
1922,0,9
1923,0,13
1924,0,11
1925,0,10
1926,0,19
1927,0,20
1928,0,14
1929,0,8
1930,0,5
1931,0,5
1932,0,10
1933,0,8
1934,0,10
1935,0,8
1936,0,8
1937,0,5
1938,0,9
1939,0,10
1940,0,14
1941,0,9
1942,0,5
1943,0,5
1944,0,6
1945,0,5
1946,0,5
1947,0,12
1948,0,6
1949,0,9
1950,0,13
1951,0,7
1952,0,13
1953,0,8
1954,0,7
1955,0,5
1956,0,6
1957,0,10
1958,0,10
1959,0,8
1960,0,8
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,5
1968,0,5
1969,0,0
1970,0,0
1971,0,0
1972,0,6
1973,0,0
1974,0,6
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,6
1981,0,0
1982,0,0
1983,0,0
1984,0,8
1985,0,0
1986,0,0
1987,5,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
