year,F,M
1880,0,10
1881,0,0
1882,0,7
1883,0,10
1884,0,10
1885,0,9
1886,0,12
1887,0,16
1888,0,15
1889,0,9
1890,0,12
1891,0,5
1892,7,12
1893,0,8
1894,0,12
1895,0,13
1896,0,20
1897,0,15
1898,0,14
1899,0,7
1900,0,21
1901,0,13
1902,0,18
1903,6,18
1904,0,18
1905,9,15
1906,10,13
1907,11,20
1908,6,23
1909,11,27
1910,16,30
1911,16,29
1912,17,49
1913,24,69
1914,37,58
1915,32,105
1916,31,85
1917,46,92
1918,54,100
1919,55,94
1920,54,142
1921,94,125
1922,98,130
1923,94,134
1924,116,140
1925,148,190
1926,145,166
1927,162,180
1928,142,218
1929,119,222
1930,153,296
1931,119,290
1932,149,431
1933,145,572
1934,146,720
1935,195,961
1936,200,1293
1937,232,1684
1938,273,2336
1939,315,2444
1940,370,2982
1941,444,3606
1942,818,4811
1943,923,5735
1944,914,5975
1945,950,6834
1946,1917,10674
1947,2291,12753
1948,2281,12134
1949,2790,11459
1950,2527,11432
1951,3042,12219
1952,3033,12442
1953,3374,13258
1954,4789,15558
1955,5353,15578
1956,5273,15052
1957,5263,15607
1958,5328,15001
1959,5213,14542
1960,4840,13915
1961,4360,13188
1962,4037,12296
1963,3522,12465
1964,2909,10864
1965,2021,9092
1966,1709,8456
1967,1593,7686
1968,1398,7093
1969,1243,6417
1970,1115,6185
1971,986,5862
1972,750,4772
1973,638,4378
1974,518,4028
1975,491,3970
1976,387,3669
1977,315,3444
1978,276,3088
1979,304,3038
1980,293,2982
1981,227,2815
1982,235,2763
1983,215,2471
1984,181,2333
1985,180,2374
1986,147,2251
1987,177,2101
1988,156,2065
1989,142,2003
1990,114,1894
1991,90,1741
1992,101,1595
1993,94,1427
1994,75,1218
1995,55,1175
1996,54,1094
1997,60,1046
1998,65,945
1999,44,905
2000,30,847
2001,36,803
2002,30,686
2003,22,667
2004,49,657
2005,25,693
2006,24,614
2007,26,608
2008,15,579
2009,23,481
2010,21,521
2011,18,477
2012,17,482
2013,15,428
2014,9,422
2015,8,388
2016,11,388
2017,9,356
2018,10,313
2019,15,266
