year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,5,0
1894,0,0
1895,0,0
1896,6,0
1897,0,0
1898,0,0
1899,7,0
1900,0,0
1901,6,0
1902,0,0
1903,0,0
1904,0,0
1905,5,0
1906,0,0
1907,10,0
1908,0,0
1909,10,0
1910,10,0
1911,5,0
1912,9,0
1913,7,0
1914,11,0
1915,10,0
1916,11,0
1917,20,0
1918,14,0
1919,17,0
1920,15,0
1921,23,0
1922,15,0
1923,19,0
1924,18,0
1925,22,0
1926,17,0
1927,18,0
1928,22,0
1929,21,0
1930,12,0
1931,21,0
1932,12,0
1933,23,0
1934,15,0
1935,9,0
1936,11,0
1937,14,0
1938,12,0
1939,15,0
1940,16,0
1941,12,0
1942,8,0
1943,11,0
1944,13,0
1945,8,0
1946,12,0
1947,10,0
1948,11,0
1949,15,0
1950,6,0
1951,8,0
1952,5,0
1953,11,0
1954,0,0
1955,8,0
1956,6,0
1957,0,0
1958,10,0
1959,10,0
1960,0,0
1961,0,0
1962,0,0
1963,5,0
1964,0,0
1965,6,0
1966,7,0
1967,0,0
1968,7,0
1969,8,0
1970,0,0
1971,5,0
1972,9,0
1973,0,0
1974,6,0
1975,7,0
1976,5,0
1977,12,0
1978,8,0
1979,6,0
1980,12,0
1981,7,0
1982,5,0
1983,9,0
1984,5,0
1985,8,0
1986,8,0
1987,9,0
1988,5,0
1989,0,0
1990,5,0
1991,10,0
1992,8,0
1993,9,0
1994,5,0
1995,9,0
1996,5,0
1997,10,0
1998,9,0
1999,8,0
2000,12,0
2001,11,0
2002,0,0
2003,14,0
2004,17,0
2005,20,0
2006,19,0
2007,16,0
2008,19,0
2009,14,0
2010,15,0
2011,17,0
2012,12,0
2013,16,0
2014,10,0
2015,10,0
2016,23,0
2017,11,0
2018,18,0
2019,14,0
