year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,10
1887,0,0
1888,0,10
1889,0,5
1890,0,9
1891,0,0
1892,0,6
1893,0,7
1894,0,5
1895,0,6
1896,0,8
1897,0,11
1898,0,7
1899,0,0
1900,0,5
1901,0,5
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,7
1908,0,6
1909,0,5
1910,0,9
1911,0,11
1912,0,17
1913,0,18
1914,0,19
1915,0,26
1916,0,18
1917,0,25
1918,0,40
1919,0,30
1920,0,55
1921,0,60
1922,0,53
1923,0,61
1924,0,35
1925,0,68
1926,0,54
1927,0,63
1928,0,63
1929,0,72
1930,0,67
1931,0,72
1932,0,95
1933,0,112
1934,0,130
1935,0,171
1936,0,216
1937,0,246
1938,0,310
1939,0,354
1940,0,397
1941,0,444
1942,0,555
1943,5,627
1944,0,614
1945,6,598
1946,0,938
1947,8,1099
1948,12,1204
1949,14,1177
1950,10,1268
1951,7,1170
1952,8,1165
1953,8,1217
1954,10,1441
1955,11,1498
1956,5,1448
1957,7,1309
1958,9,1214
1959,9,1104
1960,11,1015
1961,7,997
1962,9,987
1963,7,1015
1964,14,1270
1965,14,1032
1966,9,1091
1967,14,1064
1968,13,1132
1969,12,1218
1970,18,1461
1971,14,1238
1972,7,1161
1973,19,1166
1974,10,1106
1975,13,1149
1976,13,1165
1977,18,1152
1978,21,1115
1979,14,1192
1980,9,1183
1981,14,1077
1982,10,1074
1983,14,1008
1984,11,992
1985,8,942
1986,20,938
1987,16,1044
1988,8,1241
1989,8,1160
1990,8,1055
1991,8,1053
1992,7,1055
1993,0,915
1994,0,801
1995,0,652
1996,0,623
1997,0,581
1998,0,491
1999,0,497
2000,0,480
2001,0,431
2002,0,397
2003,0,440
2004,0,354
2005,0,403
2006,0,467
2007,0,449
2008,0,420
2009,0,456
2010,0,426
2011,0,364
2012,0,338
2013,0,329
2014,0,329
2015,0,277
2016,0,270
2017,0,262
2018,0,216
2019,0,184
