year,F,M
1880,0,9
1881,0,0
1882,0,9
1883,0,0
1884,0,10
1885,0,9
1886,0,12
1887,0,7
1888,0,8
1889,0,10
1890,0,8
1891,0,19
1892,0,11
1893,0,12
1894,0,17
1895,0,12
1896,0,13
1897,0,17
1898,0,11
1899,0,11
1900,0,18
1901,0,8
1902,0,11
1903,0,7
1904,0,16
1905,0,7
1906,0,9
1907,0,18
1908,0,15
1909,0,20
1910,0,20
1911,0,13
1912,0,34
1913,0,24
1914,0,44
1915,0,57
1916,0,53
1917,0,75
1918,0,62
1919,0,72
1920,0,64
1921,0,54
1922,0,57
1923,0,59
1924,0,51
1925,0,48
1926,0,52
1927,0,56
1928,0,43
1929,0,31
1930,0,39
1931,0,42
1932,0,35
1933,0,38
1934,0,46
1935,0,35
1936,0,36
1937,0,49
1938,0,36
1939,0,34
1940,0,43
1941,0,26
1942,0,44
1943,0,46
1944,0,44
1945,0,29
1946,0,35
1947,0,52
1948,0,31
1949,0,30
1950,0,48
1951,0,36
1952,0,33
1953,0,27
1954,0,27
1955,0,29
1956,0,33
1957,0,26
1958,0,24
1959,0,30
1960,0,20
1961,0,31
1962,0,31
1963,0,26
1964,0,25
1965,0,17
1966,0,19
1967,0,19
1968,0,21
1969,0,20
1970,0,11
1971,0,16
1972,0,17
1973,0,20
1974,0,15
1975,0,7
1976,0,10
1977,0,16
1978,0,16
1979,0,19
1980,0,15
1981,0,25
1982,0,12
1983,0,15
1984,0,13
1985,0,0
1986,0,8
1987,0,18
1988,0,20
1989,0,16
1990,0,18
1991,0,12
1992,0,10
1993,0,11
1994,0,11
1995,0,13
1996,0,13
1997,0,10
1998,0,20
1999,0,10
2000,0,8
2001,0,16
2002,0,22
2003,0,10
2004,0,25
2005,0,31
2006,0,30
2007,0,26
2008,0,22
2009,0,41
2010,0,28
2011,0,26
2012,0,28
2013,0,22
2014,0,35
2015,0,38
2016,0,35
2017,0,32
2018,0,33
2019,7,17
