year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,6
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,6
1914,0,9
1915,0,8
1916,0,9
1917,0,6
1918,0,8
1919,0,9
1920,0,0
1921,0,5
1922,0,14
1923,0,5
1924,0,10
1925,0,11
1926,0,10
1927,0,6
1928,0,0
1929,0,9
1930,0,10
1931,0,0
1932,0,9
1933,0,10
1934,0,7
1935,0,5
1936,0,9
1937,0,5
1938,0,11
1939,0,7
1940,0,7
1941,0,6
1942,0,5
1943,0,0
1944,0,0
1945,0,6
1946,0,11
1947,0,0
1948,0,9
1949,0,0
1950,0,8
1951,0,8
1952,0,7
1953,0,0
1954,0,12
1955,0,8
1956,0,8
1957,0,9
1958,0,7
1959,0,8
1960,0,12
1961,0,14
1962,0,11
1963,0,12
1964,0,13
1965,0,12
1966,0,6
1967,0,5
1968,0,13
1969,0,12
1970,0,11
1971,0,12
1972,0,13
1973,0,11
1974,0,13
1975,0,13
1976,0,17
1977,0,6
1978,0,9
1979,0,8
1980,0,6
1981,0,9
1982,0,7
1983,0,7
1984,0,5
1985,0,11
1986,0,12
1987,0,14
1988,0,11
1989,0,7
1990,0,12
1991,0,8
1992,0,12
1993,0,10
1994,0,9
1995,0,13
1996,6,13
1997,0,12
1998,0,16
1999,0,11
2000,0,0
2001,0,5
2002,0,5
2003,0,5
2004,0,24
2005,5,12
2006,6,8
2007,5,14
2008,0,17
2009,0,10
2010,7,18
2011,0,10
2012,5,9
2013,6,7
2014,0,9
2015,0,8
2016,7,16
2017,0,12
2018,6,6
2019,10,12
