year,Boys,Girls
1880,0,0
1881,5,0
1882,0,0
1883,0,0
1884,5,0
1885,10,0
1886,8,0
1887,8,0
1888,8,0
1889,5,0
1890,10,0
1891,9,0
1892,10,0
1893,5,0
1894,12,0
1895,14,0
1896,22,0
1897,10,0
1898,19,0
1899,17,0
1900,22,0
1901,17,0
1902,11,0
1903,15,0
1904,19,0
1905,24,0
1906,21,0
1907,23,0
1908,22,0
1909,31,0
1910,35,0
1911,44,0
1912,56,0
1913,53,0
1914,61,0
1915,108,0
1916,106,0
1917,107,0
1918,125,0
1919,114,0
1920,83,0
1921,104,0
1922,65,0
1923,80,0
1924,76,0
1925,59,0
1926,69,0
1927,93,0
1928,66,0
1929,77,0
1930,65,0
1931,69,0
1932,90,0
1933,113,0
1934,119,0
1935,96,0
1936,97,0
1937,97,0
1938,112,0
1939,93,0
1940,78,0
1941,101,0
1942,98,0
1943,101,0
1944,113,0
1945,106,0
1946,137,0
1947,155,0
1948,138,0
1949,141,0
1950,119,0
1951,119,0
1952,137,0
1953,148,0
1954,154,0
1955,135,5
1956,164,0
1957,209,0
1958,245,0
1959,239,0
1960,264,0
1961,257,0
1962,245,0
1963,221,0
1964,203,0
1965,181,0
1966,169,0
1967,203,0
1968,173,0
1969,154,0
1970,119,0
1971,112,0
1972,124,0
1973,139,0
1974,120,0
1975,119,0
1976,128,0
1977,98,0
1978,77,0
1979,84,0
1980,115,0
1981,98,0
1982,94,0
1983,93,0
1984,73,0
1985,92,0
1986,88,0
1987,96,0
1988,70,0
1989,68,0
1990,103,0
1991,88,0
1992,86,0
1993,89,0
1994,110,0
1995,141,0
1996,138,0
1997,147,0
1998,162,0
1999,150,0
2000,194,0
2001,212,0
2002,226,0
2003,256,0
2004,301,0
2005,333,0
2006,347,0
2007,323,0
2008,316,0
2009,355,0
2010,346,0
2011,279,0
2012,282,0
2013,290,0
2014,306,0
2015,269,0
2016,251,0
2017,238,0
2018,230,0
2019,253,0
