year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,5
1900,0,8
1901,0,7
1902,0,8
1903,0,5
1904,0,6
1905,0,7
1906,0,6
1907,0,0
1908,0,8
1909,0,6
1910,0,5
1911,0,5
1912,0,6
1913,0,13
1914,0,25
1915,0,23
1916,0,21
1917,0,32
1918,0,25
1919,0,29
1920,0,36
1921,0,40
1922,0,38
1923,0,24
1924,0,26
1925,0,26
1926,0,29
1927,0,31
1928,0,24
1929,0,28
1930,0,26
1931,0,24
1932,0,24
1933,0,35
1934,0,18
1935,0,41
1936,0,72
1937,0,70
1938,0,267
1939,0,291
1940,0,254
1941,0,247
1942,0,338
1943,0,294
1944,0,404
1945,0,400
1946,0,414
1947,0,605
1948,0,609
1949,0,617
1950,0,735
1951,0,751
1952,0,707
1953,0,711
1954,0,921
1955,0,1058
1956,6,1114
1957,5,1159
1958,0,1131
1959,6,1431
1960,8,1876
1961,0,1807
1962,5,2002
1963,7,1870
1964,8,2088
1965,9,1753
1966,0,1819
1967,8,1805
1968,14,1994
1969,9,3027
1970,13,4164
1971,15,3179
1972,17,2253
1973,15,1685
1974,7,1528
1975,0,1499
1976,8,1737
1977,14,1926
1978,11,1973
1979,22,1871
1980,15,1786
1981,11,1685
1982,14,1973
1983,11,1963
1984,15,2138
1985,8,2152
1986,11,2051
1987,11,1993
1988,10,1892
1989,15,1822
1990,5,1697
1991,7,1574
1992,0,1507
1993,0,1259
1994,0,1119
1995,0,1094
1996,0,1048
1997,0,918
1998,0,880
1999,0,1003
2000,0,1221
2001,0,1285
2002,0,1232
2003,0,1167
2004,5,1161
2005,0,1255
2006,0,1003
2007,0,826
2008,0,751
2009,0,639
2010,0,603
2011,0,575
2012,0,539
2013,0,459
2014,0,509
2015,0,454
2016,0,435
2017,0,408
2018,0,393
2019,0,398
