year,F,M
1880,29,0
1881,27,0
1882,34,0
1883,42,0
1884,41,0
1885,49,0
1886,67,0
1887,68,0
1888,75,0
1889,76,0
1890,82,0
1891,76,0
1892,95,0
1893,96,0
1894,106,0
1895,111,0
1896,118,0
1897,117,0
1898,129,0
1899,140,0
1900,178,0
1901,130,0
1902,146,0
1903,143,0
1904,140,0
1905,145,0
1906,141,0
1907,178,0
1908,152,0
1909,169,0
1910,212,0
1911,184,0
1912,238,0
1913,259,0
1914,328,0
1915,395,0
1916,391,0
1917,436,0
1918,397,0
1919,402,0
1920,440,0
1921,423,0
1922,367,0
1923,343,0
1924,349,0
1925,318,0
1926,266,0
1927,258,0
1928,259,0
1929,249,0
1930,214,0
1931,177,0
1932,199,0
1933,175,0
1934,193,0
1935,182,0
1936,161,0
1937,196,0
1938,181,0
1939,163,0
1940,163,0
1941,171,0
1942,165,0
1943,157,0
1944,147,0
1945,153,0
1946,139,0
1947,168,0
1948,142,0
1949,147,0
1950,136,0
1951,133,0
1952,143,0
1953,130,0
1954,169,0
1955,168,0
1956,171,0
1957,195,0
1958,191,0
1959,218,0
1960,278,0
1961,299,0
1962,306,0
1963,325,0
1964,338,0
1965,344,0
1966,353,0
1967,409,0
1968,429,0
1969,453,5
1970,517,7
1971,555,0
1972,520,0
1973,597,6
1974,640,6
1975,622,11
1976,607,0
1977,577,8
1978,577,6
1979,647,7
1980,818,15
1981,726,11
1982,653,8
1983,610,7
1984,649,10
1985,737,11
1986,662,13
1987,589,9
1988,520,15
1989,590,6
1990,690,7
1991,746,8
1992,713,13
1993,668,7
1994,756,9
1995,658,6
1996,800,8
1997,667,0
1998,581,0
1999,554,0
2000,510,0
2001,460,0
2002,538,0
2003,490,0
2004,467,0
2005,488,0
2006,404,0
2007,385,0
2008,409,0
2009,285,0
2010,263,0
2011,223,0
2012,187,0
2013,198,0
2014,201,0
2015,192,0
2016,198,0
2017,169,0
2018,202,0
2019,180,0
