year,F,M
1880,138,0
1881,129,0
1882,174,0
1883,172,0
1884,197,0
1885,191,0
1886,191,0
1887,246,0
1888,304,0
1889,312,0
1890,346,0
1891,337,0
1892,388,0
1893,385,0
1894,407,0
1895,446,5
1896,450,5
1897,487,0
1898,534,0
1899,437,5
1900,584,0
1901,493,8
1902,565,7
1903,547,0
1904,624,0
1905,624,0
1906,616,0
1907,639,0
1908,623,0
1909,634,0
1910,685,0
1911,712,6
1912,903,6
1913,965,6
1914,1031,5
1915,1420,7
1916,1372,6
1917,1493,0
1918,1567,7
1919,1617,6
1920,1580,11
1921,1540,8
1922,1478,11
1923,1513,8
1924,1538,8
1925,1469,9
1926,1442,12
1927,1532,9
1928,1294,10
1929,1268,6
1930,1271,6
1931,1200,10
1932,1195,6
1933,1123,6
1934,1091,8
1935,950,6
1936,960,5
1937,865,5
1938,895,6
1939,840,7
1940,866,9
1941,836,7
1942,889,11
1943,825,6
1944,825,6
1945,689,0
1946,700,0
1947,709,0
1948,664,0
1949,620,0
1950,630,0
1951,651,0
1952,617,0
1953,534,0
1954,557,0
1955,632,0
1956,519,0
1957,484,0
1958,433,0
1959,485,0
1960,412,0
1961,399,0
1962,340,0
1963,327,0
1964,336,0
1965,278,0
1966,228,0
1967,187,0
1968,186,0
1969,172,0
1970,170,0
1971,180,0
1972,155,0
1973,159,0
1974,154,0
1975,152,0
1976,200,0
1977,132,0
1978,152,0
1979,136,0
1980,151,0
1981,105,0
1982,109,0
1983,83,0
1984,67,0
1985,68,0
1986,67,0
1987,74,0
1988,73,0
1989,57,0
1990,70,0
1991,47,0
1992,51,0
1993,31,0
1994,40,0
1995,45,0
1996,40,0
1997,68,0
1998,63,0
1999,71,0
2000,145,0
2001,182,0
2002,321,0
2003,436,0
2004,555,0
2005,843,0
2006,1197,0
2007,1261,0
2008,1410,0
2009,1464,0
2010,1476,0
2011,1313,0
2012,1382,0
2013,1492,0
2014,1388,0
2015,1454,0
2016,1383,0
2017,1332,0
2018,1359,0
2019,1283,0
