year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,5
1914,0,0
1915,6,0
1916,6,7
1917,6,0
1918,7,6
1919,8,7
1920,10,7
1921,0,0
1922,8,0
1923,14,0
1924,7,8
1925,10,0
1926,7,0
1927,8,5
1928,6,6
1929,6,7
1930,18,7
1931,7,8
1932,11,9
1933,6,6
1934,8,11
1935,7,6
1936,10,0
1937,0,9
1938,9,10
1939,6,6
1940,9,11
1941,11,11
1942,14,6
1943,6,7
1944,0,0
1945,7,12
1946,7,10
1947,9,11
1948,10,8
1949,7,7
1950,6,13
1951,14,9
1952,8,6
1953,9,12
1954,10,16
1955,8,12
1956,13,7
1957,5,14
1958,8,8
1959,6,9
1960,7,18
1961,5,11
1962,8,9
1963,5,10
1964,0,15
1965,5,15
1966,0,8
1967,6,13
1968,0,8
1969,0,20
1970,8,15
1971,6,10
1972,0,13
1973,0,18
1974,8,16
1975,5,10
1976,0,17
1977,7,14
1978,5,16
1979,0,14
1980,0,19
1981,0,12
1982,0,10
1983,0,6
1984,0,11
1985,0,11
1986,0,11
1987,0,13
1988,0,19
1989,0,16
1990,0,16
1991,0,16
1992,0,17
1993,0,17
1994,0,14
1995,0,13
1996,0,9
1997,0,14
1998,0,13
1999,0,15
2000,0,10
2001,0,0
2002,0,11
2003,0,12
2004,0,7
2005,0,7
2006,0,12
2007,0,9
2008,0,9
2009,0,14
2010,0,8
2011,0,7
2012,0,9
2013,0,8
2014,0,0
2015,0,10
2016,0,7
2017,0,6
2018,0,5
2019,0,0
