year,F,M
1880,0,10
1881,0,5
1882,0,13
1883,0,12
1884,0,0
1885,0,11
1886,0,6
1887,0,8
1888,0,15
1889,0,14
1890,0,13
1891,0,15
1892,0,17
1893,0,11
1894,0,10
1895,0,26
1896,0,13
1897,0,14
1898,0,8
1899,0,14
1900,0,20
1901,0,10
1902,0,17
1903,0,11
1904,0,15
1905,0,19
1906,0,18
1907,0,13
1908,0,20
1909,0,33
1910,0,36
1911,0,34
1912,0,49
1913,0,63
1914,0,103
1915,0,118
1916,0,131
1917,0,127
1918,0,128
1919,0,117
1920,0,137
1921,0,120
1922,0,108
1923,0,133
1924,0,156
1925,0,142
1926,0,144
1927,0,131
1928,0,130
1929,0,101
1930,0,86
1931,0,110
1932,0,96
1933,0,91
1934,0,92
1935,0,76
1936,0,72
1937,0,75
1938,0,76
1939,0,78
1940,0,70
1941,0,88
1942,0,96
1943,0,92
1944,0,76
1945,0,89
1946,0,75
1947,0,94
1948,0,75
1949,0,90
1950,0,87
1951,0,76
1952,0,95
1953,0,87
1954,0,68
1955,0,85
1956,0,73
1957,0,96
1958,0,72
1959,0,79
1960,0,85
1961,0,119
1962,0,142
1963,0,193
1964,0,202
1965,0,128
1966,0,115
1967,0,99
1968,0,71
1969,0,105
1970,0,145
1971,0,182
1972,0,140
1973,0,103
1974,0,108
1975,0,147
1976,0,151
1977,0,149
1978,0,95
1979,0,98
1980,0,95
1981,0,119
1982,0,119
1983,0,112
1984,0,141
1985,5,117
1986,5,86
1987,0,123
1988,6,122
1989,0,122
1990,5,143
1991,7,153
1992,6,156
1993,12,178
1994,6,187
1995,9,191
1996,0,149
1997,7,156
1998,0,165
1999,0,214
2000,7,247
2001,7,309
2002,5,329
2003,6,410
2004,10,413
2005,10,501
2006,9,1109
2007,13,1655
2008,22,1817
2009,21,2011
2010,15,1870
2011,24,2158
2012,34,2911
2013,61,4038
2014,127,4821
2015,158,5999
2016,164,7121
2017,239,8188
2018,164,7387
2019,182,7432
