year,Boys,Girls
1880,0,9
1881,0,8
1882,0,11
1883,0,8
1884,0,0
1885,0,8
1886,0,9
1887,0,7
1888,0,7
1889,0,5
1890,0,7
1891,0,5
1892,0,6
1893,0,7
1894,0,12
1895,0,10
1896,0,10
1897,0,9
1898,0,9
1899,0,9
1900,0,0
1901,0,5
1902,0,6
1903,0,6
1904,0,11
1905,0,5
1906,7,12
1907,0,0
1908,0,9
1909,6,10
1910,0,18
1911,6,17
1912,5,36
1913,9,30
1914,5,43
1915,5,55
1916,6,69
1917,9,64
1918,11,68
1919,9,52
1920,0,53
1921,10,65
1922,16,56
1923,0,69
1924,17,54
1925,6,50
1926,11,53
1927,5,58
1928,0,51
1929,7,57
1930,6,49
1931,5,43
1932,8,40
1933,8,43
1934,8,31
1935,9,35
1936,7,46
1937,7,46
1938,9,44
1939,6,30
1940,5,43
1941,8,40
1942,9,37
1943,8,27
1944,0,47
1945,0,25
1946,0,38
1947,0,39
1948,0,34
1949,0,39
1950,0,38
1951,0,32
1952,6,44
1953,0,35
1954,0,42
1955,0,44
1956,5,51
1957,6,47
1958,7,41
1959,0,47
1960,0,49
1961,0,36
1962,0,36
1963,0,39
1964,0,34
1965,0,26
1966,0,27
1967,0,30
1968,0,27
1969,0,22
1970,0,28
1971,0,28
1972,0,32
1973,0,32
1974,0,28
1975,0,15
1976,0,16
1977,0,19
1978,0,17
1979,0,17
1980,0,19
1981,0,15
1982,0,20
1983,0,17
1984,0,10
1985,0,16
1986,0,14
1987,0,16
1988,0,14
1989,0,18
1990,0,13
1991,0,5
1992,0,6
1993,0,5
1994,0,11
1995,0,11
1996,0,7
1997,0,6
1998,0,0
1999,0,9
2000,0,10
2001,0,0
2002,0,0
2003,0,6
2004,0,5
2005,0,5
2006,0,5
2007,0,0
2008,6,5
2009,0,0
2010,0,11
2011,0,8
2012,0,10
2013,0,5
2014,0,7
2015,8,8
2016,0,7
2017,0,10
2018,0,7
2019,5,8
