year,Boys,Girls
1880,0,12
1881,0,12
1882,0,13
1883,0,8
1884,0,14
1885,0,11
1886,0,12
1887,0,9
1888,0,9
1889,0,11
1890,0,8
1891,0,9
1892,0,10
1893,0,10
1894,0,17
1895,0,9
1896,0,14
1897,0,8
1898,0,12
1899,0,14
1900,0,21
1901,0,16
1902,0,19
1903,0,20
1904,0,25
1905,0,19
1906,0,19
1907,0,31
1908,0,38
1909,0,36
1910,0,39
1911,0,45
1912,0,76
1913,0,83
1914,0,104
1915,0,104
1916,0,105
1917,0,114
1918,0,144
1919,0,209
1920,6,216
1921,0,241
1922,0,276
1923,7,321
1924,0,334
1925,0,269
1926,5,315
1927,10,372
1928,6,322
1929,5,377
1930,0,372
1931,8,274
1932,5,302
1933,6,249
1934,0,294
1935,6,270
1936,0,229
1937,0,264
1938,0,311
1939,0,241
1940,6,242
1941,0,256
1942,0,258
1943,0,319
1944,0,349
1945,0,368
1946,5,387
1947,0,463
1948,6,590
1949,6,673
1950,6,657
1951,8,730
1952,7,775
1953,5,884
1954,8,1019
1955,0,1004
1956,7,1093
1957,10,1118
1958,13,1223
1959,11,1280
1960,12,1336
1961,9,1407
1962,10,1454
1963,0,1454
1964,16,1567
1965,10,1527
1966,19,1661
1967,18,1742
1968,17,1781
1969,21,1985
1970,19,2285
1971,19,2227
1972,17,2277
1973,17,2272
1974,27,2453
1975,26,2421
1976,22,2388
1977,28,2496
1978,24,2399
1979,42,2754
1980,37,3359
1981,38,3344
1982,41,3327
1983,33,3320
1984,37,3263
1985,32,3704
1986,51,4026
1987,37,3917
1988,40,4327
1989,40,4849
1990,48,5795
1991,53,5893
1992,47,6165
1993,43,6406
1994,38,6360
1995,30,6172
1996,29,6407
1997,18,7129
1998,24,7199
1999,32,7211
2000,31,7661
2001,32,7488
2002,29,7376
2003,19,7581
2004,17,7493
2005,12,7464
2006,15,7921
2007,12,8053
2008,12,7133
2009,14,6139
2010,6,5127
2011,10,4690
2012,0,4369
2013,5,4002
2014,6,3901
2015,0,3732
2016,6,3555
2017,5,3382
2018,0,3094
2019,0,3174
