year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,6,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,7,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,7,0
1909,6,0
1910,8,0
1911,19,0
1912,9,0
1913,11,0
1914,21,0
1915,31,0
1916,19,0
1917,23,0
1918,31,0
1919,36,0
1920,37,0
1921,36,0
1922,40,0
1923,60,0
1924,55,0
1925,43,0
1926,50,0
1927,47,0
1928,41,0
1929,46,0
1930,45,0
1931,52,0
1932,68,0
1933,73,0
1934,69,0
1935,85,0
1936,102,0
1937,103,0
1938,118,0
1939,136,0
1940,145,0
1941,197,0
1942,243,0
1943,276,0
1944,261,0
1945,407,0
1946,457,0
1947,574,0
1948,608,0
1949,745,0
1950,811,0
1951,870,0
1952,889,0
1953,990,0
1954,1065,0
1955,1091,0
1956,1138,0
1957,1034,0
1958,1114,0
1959,1126,6
1960,1213,0
1961,1269,6
1962,1208,0
1963,1251,6
1964,1308,0
1965,1412,0
1966,1331,6
1967,1295,6
1968,1287,0
1969,1176,0
1970,1158,5
1971,1079,7
1972,983,0
1973,733,0
1974,621,6
1975,619,0
1976,580,5
1977,538,0
1978,458,0
1979,511,0
1980,433,0
1981,410,0
1982,394,0
1983,411,0
1984,342,0
1985,316,0
1986,322,0
1987,323,0
1988,277,0
1989,302,0
1990,238,0
1991,205,0
1992,240,0
1993,187,0
1994,186,0
1995,168,0
1996,140,0
1997,153,0
1998,115,0
1999,132,0
2000,126,0
2001,130,0
2002,109,0
2003,131,0
2004,125,0
2005,132,0
2006,113,0
2007,108,0
2008,127,0
2009,124,0
2010,106,0
2011,91,0
2012,101,0
2013,91,0
2014,77,0
2015,96,0
2016,89,0
2017,69,0
2018,65,0
2019,67,0
