year,Girls,Boys
1880,672,0
1881,723,0
1882,830,6
1883,907,6
1884,1109,6
1885,1143,0
1886,1282,0
1887,1308,6
1888,1656,7
1889,1640,7
1890,1862,10
1891,1812,9
1892,2154,10
1893,2193,9
1894,2441,7
1895,2495,12
1896,2702,11
1897,2683,13
1898,3061,15
1899,2703,8
1900,3414,11
1901,2681,17
1902,3063,13
1903,2972,12
1904,3139,10
1905,3185,11
1906,3293,14
1907,3542,15
1908,3634,9
1909,3596,15
1910,4127,15
1911,4367,13
1912,5568,30
1913,6015,21
1914,7354,33
1915,9546,24
1916,9592,26
1917,9843,33
1918,9986,23
1919,9516,26
1920,10049,26
1921,9770,23
1922,9430,29
1923,9328,34
1924,9100,35
1925,8350,24
1926,7661,27
1927,7181,45
1928,6574,46
1929,5711,43
1930,5449,30
1931,4807,37
1932,4352,30
1933,3997,23
1934,3973,24
1935,3422,16
1936,3117,18
1937,2899,18
1938,2824,14
1939,2554,15
1940,2524,13
1941,2460,18
1942,2489,16
1943,2394,13
1944,2117,10
1945,2018,9
1946,2159,0
1947,2089,0
1948,2116,5
1949,1944,6
1950,1884,0
1951,1826,9
1952,1732,0
1953,1657,6
1954,1629,7
1955,1660,8
1956,1629,5
1957,1603,9
1958,1419,7
1959,1469,0
1960,1431,10
1961,1311,7
1962,1307,6
1963,1165,6
1964,1064,0
1965,1016,9
1966,880,8
1967,842,5
1968,814,0
1969,773,6
1970,782,5
1971,675,5
1972,620,0
1973,563,0
1974,482,0
1975,454,0
1976,479,0
1977,470,0
1978,399,0
1979,437,5
1980,510,0
1981,518,0
1982,474,0
1983,453,0
1984,468,0
1985,542,8
1986,554,0
1987,531,0
1988,646,6
1989,695,0
1990,722,8
1991,768,0
1992,749,0
1993,736,0
1994,882,0
1995,942,0
1996,1127,0
1997,1393,0
1998,1717,0
1999,2190,5
2000,2600,5
2001,2950,0
2002,3396,0
2003,4029,0
2004,4734,24
2005,5213,9
2006,6233,10
2007,6549,10
2008,6812,9
2009,6857,6
2010,6952,0
2011,6926,9
2012,7163,5
2013,7072,5
2014,6919,0
2015,6613,5
2016,6367,10
2017,6167,7
2018,5553,0
2019,5092,0
