year,F,M
1880,0,5
1881,0,5
1882,0,0
1883,0,10
1884,0,6
1885,0,0
1886,0,9
1887,0,9
1888,0,10
1889,0,7
1890,0,9
1891,0,8
1892,0,6
1893,0,8
1894,0,12
1895,0,13
1896,0,15
1897,0,13
1898,0,16
1899,0,14
1900,0,17
1901,0,17
1902,0,22
1903,0,21
1904,0,19
1905,0,13
1906,0,19
1907,0,22
1908,0,27
1909,0,18
1910,0,41
1911,0,41
1912,0,75
1913,0,91
1914,0,119
1915,0,135
1916,0,149
1917,0,147
1918,0,137
1919,0,159
1920,0,161
1921,0,179
1922,0,192
1923,0,174
1924,0,189
1925,0,175
1926,0,175
1927,0,206
1928,0,201
1929,0,161
1930,5,181
1931,0,157
1932,0,177
1933,0,146
1934,0,173
1935,0,156
1936,0,156
1937,0,189
1938,0,180
1939,0,164
1940,0,163
1941,0,182
1942,0,210
1943,0,230
1944,0,214
1945,0,227
1946,0,233
1947,0,247
1948,0,276
1949,0,272
1950,0,272
1951,0,219
1952,0,247
1953,0,261
1954,0,253
1955,0,232
1956,0,214
1957,0,207
1958,0,206
1959,0,205
1960,0,175
1961,0,165
1962,0,166
1963,0,149
1964,0,152
1965,0,141
1966,0,100
1967,0,130
1968,0,107
1969,0,113
1970,0,117
1971,0,101
1972,0,100
1973,0,77
1974,0,76
1975,0,77
1976,0,51
1977,0,81
1978,0,67
1979,0,58
1980,0,67
1981,0,68
1982,0,62
1983,0,51
1984,0,39
1985,0,31
1986,0,47
1987,0,36
1988,0,36
1989,0,43
1990,0,41
1991,0,34
1992,0,28
1993,0,29
1994,0,25
1995,0,29
1996,0,25
1997,0,22
1998,0,24
1999,0,19
2000,0,13
2001,0,16
2002,0,10
2003,0,24
2004,0,14
2005,0,15
2006,0,18
2007,0,14
2008,0,16
2009,0,7
2010,0,8
2011,0,12
2012,0,8
2013,0,5
2014,0,10
2015,0,13
2016,0,8
2017,0,9
2018,0,12
2019,0,6
