year,F,M
1880,8,0
1881,11,0
1882,0,0
1883,10,0
1884,8,0
1885,10,0
1886,8,0
1887,0,0
1888,7,0
1889,10,0
1890,10,0
1891,14,0
1892,9,0
1893,6,0
1894,11,0
1895,16,0
1896,13,0
1897,7,0
1898,10,0
1899,11,0
1900,18,0
1901,12,0
1902,13,0
1903,16,0
1904,13,0
1905,7,0
1906,11,0
1907,14,0
1908,13,0
1909,5,0
1910,9,0
1911,7,0
1912,16,0
1913,12,0
1914,24,0
1915,39,0
1916,23,0
1917,30,0
1918,27,0
1919,28,0
1920,22,0
1921,34,0
1922,21,0
1923,27,0
1924,25,0
1925,24,0
1926,16,0
1927,26,0
1928,15,0
1929,21,0
1930,18,0
1931,18,0
1932,28,0
1933,14,0
1934,13,0
1935,15,0
1936,22,0
1937,19,0
1938,12,0
1939,18,0
1940,14,0
1941,14,0
1942,12,0
1943,16,0
1944,8,0
1945,15,0
1946,16,0
1947,15,0
1948,14,0
1949,11,0
1950,14,0
1951,7,0
1952,12,0
1953,5,0
1954,8,0
1955,8,0
1956,14,0
1957,7,0
1958,13,0
1959,14,0
1960,12,0
1961,10,0
1962,11,0
1963,21,0
1964,11,0
1965,7,0
1966,11,0
1967,0,0
1968,7,0
1969,11,0
1970,13,0
1971,13,0
1972,13,0
1973,13,0
1974,12,0
1975,8,0
1976,8,0
1977,15,0
1978,6,0
1979,11,0
1980,9,0
1981,16,0
1982,20,0
1983,14,0
1984,11,0
1985,12,0
1986,18,0
1987,16,0
1988,16,0
1989,21,0
1990,19,0
1991,19,0
1992,23,0
1993,20,0
1994,16,0
1995,16,0
1996,25,0
1997,11,0
1998,22,0
1999,16,0
2000,17,0
2001,16,0
2002,16,0
2003,18,0
2004,21,0
2005,24,0
2006,21,0
2007,23,0
2008,20,0
2009,32,0
2010,13,0
2011,13,0
2012,23,0
2013,23,0
2014,23,0
2015,31,0
2016,37,0
2017,33,0
2018,33,0
2019,32,0
