year,Boys,Girls
1880,28,0
1881,23,0
1882,29,0
1883,27,0
1884,26,0
1885,21,0
1886,33,0
1887,30,0
1888,40,0
1889,31,0
1890,51,0
1891,34,0
1892,47,0
1893,51,0
1894,62,0
1895,56,0
1896,49,0
1897,61,0
1898,58,0
1899,59,0
1900,71,0
1901,70,0
1902,69,0
1903,80,0
1904,85,0
1905,62,0
1906,88,0
1907,64,0
1908,81,0
1909,99,0
1910,104,0
1911,121,0
1912,134,0
1913,150,0
1914,162,0
1915,223,0
1916,243,0
1917,227,6
1918,235,0
1919,247,0
1920,214,0
1921,255,0
1922,245,0
1923,215,0
1924,252,0
1925,218,0
1926,211,0
1927,212,0
1928,171,0
1929,172,0
1930,154,0
1931,154,0
1932,146,0
1933,131,0
1934,122,0
1935,120,0
1936,120,0
1937,120,0
1938,120,0
1939,117,0
1940,94,0
1941,90,0
1942,107,0
1943,84,0
1944,85,0
1945,69,0
1946,74,0
1947,88,0
1948,68,0
1949,69,0
1950,88,0
1951,66,0
1952,71,0
1953,55,0
1954,47,0
1955,67,0
1956,65,0
1957,70,0
1958,63,0
1959,56,0
1960,62,0
1961,49,0
1962,56,0
1963,49,0
1964,48,0
1965,56,0
1966,36,0
1967,37,0
1968,33,0
1969,42,0
1970,34,0
1971,37,0
1972,32,0
1973,35,0
1974,30,0
1975,35,0
1976,31,0
1977,35,0
1978,40,0
1979,24,0
1980,44,0
1981,68,0
1982,33,0
1983,44,0
1984,32,0
1985,35,0
1986,36,0
1987,45,0
1988,35,0
1989,28,0
1990,42,0
1991,35,0
1992,37,0
1993,30,0
1994,38,0
1995,36,0
1996,32,0
1997,38,0
1998,50,0
1999,41,0
2000,56,0
2001,33,0
2002,45,0
2003,58,0
2004,55,0
2005,41,0
2006,52,0
2007,68,0
2008,51,0
2009,63,0
2010,76,0
2011,66,0
2012,71,0
2013,73,0
2014,82,0
2015,86,0
2016,94,0
2017,105,0
2018,124,0
2019,81,0
