year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,7,6
1886,6,0
1887,0,0
1888,5,7
1889,8,7
1890,9,7
1891,6,0
1892,12,6
1893,10,0
1894,15,6
1895,20,6
1896,26,9
1897,24,8
1898,26,10
1899,26,0
1900,39,11
1901,42,8
1902,37,12
1903,41,10
1904,47,14
1905,53,24
1906,73,16
1907,58,25
1908,91,23
1909,100,25
1910,134,26
1911,136,45
1912,225,79
1913,288,119
1914,379,162
1915,564,231
1916,642,243
1917,762,275
1918,965,343
1919,944,337
1920,1094,375
1921,1163,405
1922,1214,414
1923,1306,414
1924,1383,402
1925,1335,401
1926,1327,399
1927,1333,421
1928,1293,428
1929,1194,368
1930,1096,402
1931,1042,395
1932,927,366
1933,862,299
1934,820,323
1935,785,300
1936,711,276
1937,692,305
1938,638,285
1939,616,199
1940,579,231
1941,565,241
1942,588,220
1943,536,212
1944,517,192
1945,598,159
1946,609,170
1947,603,177
1948,661,148
1949,605,112
1950,604,120
1951,622,123
1952,588,106
1953,535,111
1954,511,107
1955,656,101
1956,591,85
1957,602,85
1958,524,60
1959,538,70
1960,497,80
1961,453,70
1962,410,61
1963,404,66
1964,336,52
1965,291,50
1966,282,50
1967,216,43
1968,219,44
1969,163,46
1970,162,40
1971,153,25
1972,113,29
1973,101,25
1974,86,30
1975,79,18
1976,89,23
1977,81,20
1978,52,18
1979,42,16
1980,31,22
1981,36,13
1982,45,10
1983,27,9
1984,26,9
1985,21,14
1986,15,8
1987,13,10
1988,19,8
1989,19,8
1990,18,10
1991,16,5
1992,15,8
1993,13,5
1994,13,10
1995,6,7
1996,5,7
1997,5,8
1998,8,0
1999,0,11
2000,0,9
2001,0,5
2002,0,8
2003,5,5
2004,0,7
2005,0,9
2006,0,5
2007,0,0
2008,0,5
2009,0,5
2010,0,8
2011,0,0
2012,0,5
2013,0,5
2014,0,9
2015,0,10
2016,0,6
2017,0,0
2018,0,0
2019,0,7
