year,Girls,Boys
1880,28,361
1881,39,342
1882,43,427
1883,55,388
1884,48,435
1885,46,348
1886,37,399
1887,60,400
1888,61,430
1889,77,415
1890,58,410
1891,68,342
1892,68,460
1893,66,445
1894,83,455
1895,98,478
1896,73,455
1897,97,453
1898,111,498
1899,94,388
1900,138,675
1901,95,424
1902,134,475
1903,110,477
1904,139,532
1905,165,486
1906,150,436
1907,192,516
1908,197,553
1909,196,584
1910,224,741
1911,258,646
1912,312,1030
1913,294,1228
1914,405,1451
1915,445,1916
1916,475,2016
1917,479,2004
1918,507,2159
1919,484,2189
1920,543,2322
1921,459,2354
1922,496,2371
1923,494,2359
1924,488,2419
1925,531,2537
1926,542,2312
1927,490,2392
1928,513,2281
1929,474,2209
1930,465,2361
1931,448,2123
1932,455,2285
1933,403,2302
1934,422,2378
1935,474,2425
1936,439,2418
1937,438,2499
1938,450,2575
1939,477,2587
1940,492,2624
1941,520,2743
1942,583,2922
1943,597,2788
1944,599,2933
1945,689,2939
1946,807,3345
1947,857,3676
1948,842,3444
1949,818,3563
1950,818,3610
1951,891,3683
1952,948,3655
1953,1015,3585
1954,1357,3568
1955,1817,3604
1956,1936,3510
1957,1836,3589
1958,1698,3512
1959,1549,3501
1960,1533,3435
1961,1493,3125
1962,1379,3260
1963,1479,3015
1964,1272,3038
1965,1300,2773
1966,1212,2963
1967,1140,2961
1968,1160,2872
1969,1134,2761
1970,970,2792
1971,873,2476
1972,691,2262
1973,658,2110
1974,608,2113
1975,585,1860
1976,532,1875
1977,561,2015
1978,489,1980
1979,622,2080
1980,651,2209
1981,532,2212
1982,485,2206
1983,373,1917
1984,361,2164
1985,310,2009
1986,286,1934
1987,242,1811
1988,269,1782
1989,232,1546
1990,197,1450
1991,162,1299
1992,156,1130
1993,159,989
1994,125,917
1995,102,774
1996,94,721
1997,72,615
1998,87,607
1999,81,510
2000,67,501
2001,56,513
2002,42,439
2003,43,403
2004,43,412
2005,22,384
2006,28,391
2007,22,381
2008,17,360
2009,29,374
2010,31,353
2011,20,351
2012,22,356
2013,29,360
2014,23,349
2015,24,373
2016,32,386
2017,21,368
2018,25,350
2019,20,294
