year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,5,0
1917,8,0
1918,0,0
1919,6,0
1920,9,0
1921,0,0
1922,0,0
1923,0,0
1924,7,0
1925,7,0
1926,0,0
1927,7,0
1928,7,0
1929,12,0
1930,11,0
1931,12,0
1932,11,0
1933,12,0
1934,17,0
1935,10,0
1936,15,0
1937,16,0
1938,10,0
1939,16,0
1940,28,0
1941,21,0
1942,24,0
1943,19,0
1944,26,0
1945,28,0
1946,41,0
1947,44,0
1948,57,0
1949,63,0
1950,110,0
1951,148,0
1952,234,0
1953,307,0
1954,326,0
1955,402,0
1956,478,0
1957,541,0
1958,556,0
1959,602,0
1960,772,10
1961,870,7
1962,792,0
1963,801,0
1964,844,0
1965,785,0
1966,841,7
1967,764,0
1968,851,5
1969,992,7
1970,973,6
1971,1052,0
1972,1052,15
1973,987,8
1974,1019,12
1975,977,5
1976,1037,5
1977,1020,7
1978,1021,5
1979,1017,12
1980,1070,9
1981,1036,7
1982,966,9
1983,842,8
1984,752,9
1985,784,9
1986,672,11
1987,693,0
1988,682,10
1989,662,6
1990,782,11
1991,651,0
1992,850,9
1993,671,6
1994,649,0
1995,587,0
1996,547,0
1997,543,0
1998,541,0
1999,476,0
2000,468,0
2001,461,0
2002,391,0
2003,377,0
2004,353,0
2005,331,0
2006,342,0
2007,269,0
2008,271,0
2009,238,0
2010,232,0
2011,169,0
2012,169,0
2013,153,0
2014,159,0
2015,156,0
2016,150,0
2017,134,0
2018,131,0
2019,119,0
