year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,5,0
1886,0,0
1887,0,0
1888,0,0
1889,6,0
1890,6,0
1891,7,0
1892,6,0
1893,0,0
1894,0,0
1895,13,0
1896,5,0
1897,13,0
1898,16,0
1899,13,5
1900,18,9
1901,15,0
1902,11,8
1903,17,7
1904,23,6
1905,35,0
1906,24,0
1907,32,7
1908,31,0
1909,36,5
1910,47,8
1911,48,9
1912,65,18
1913,77,18
1914,97,22
1915,110,31
1916,134,34
1917,164,30
1918,215,54
1919,280,74
1920,284,62
1921,302,82
1922,342,58
1923,309,83
1924,377,98
1925,367,90
1926,384,98
1927,443,112
1928,370,96
1929,425,108
1930,405,109
1931,403,128
1932,376,120
1933,376,113
1934,367,99
1935,335,92
1936,327,89
1937,326,95
1938,344,123
1939,302,96
1940,333,100
1941,312,101
1942,291,112
1943,353,144
1944,433,138
1945,376,146
1946,414,153
1947,366,146
1948,376,146
1949,313,111
1950,253,100
1951,228,88
1952,200,77
1953,229,80
1954,224,79
1955,188,63
1956,204,71
1957,237,80
1958,255,87
1959,269,106
1960,264,88
1961,272,90
1962,259,89
1963,211,97
1964,198,66
1965,184,60
1966,155,62
1967,147,51
1968,145,52
1969,136,59
1970,118,52
1971,121,32
1972,98,38
1973,108,45
1974,80,40
1975,106,52
1976,87,41
1977,89,33
1978,78,30
1979,79,30
1980,88,33
1981,67,31
1982,62,31
1983,50,27
1984,52,26
1985,38,17
1986,46,18
1987,34,16
1988,38,14
1989,37,14
1990,47,19
1991,44,15
1992,48,11
1993,41,13
1994,35,13
1995,23,24
1996,26,10
1997,32,15
1998,20,10
1999,13,6
2000,15,14
2001,24,7
2002,13,6
2003,5,8
2004,20,15
2005,16,10
2006,16,0
2007,16,7
2008,12,12
2009,15,0
2010,8,6
2011,6,0
2012,10,6
2013,0,0
2014,13,5
2015,8,0
2016,8,6
2017,8,0
2018,7,8
2019,5,6
